DiseaseID	GeneID  AssociatedGenes	RelatedGenes	ConceptID	DiseaseName	SourceName	DiseaseMIM	LastUpdated
MONDO:0014523	DNAJC3		C4015436	Juvenile-onset diabetes mellitus-central and peripheral neurodegeneration syndrome	MONDO	616192.0	Apr 19 2022
MONDO:0014524	FMN2		C4015444	Intellectual disability, autosomal recessive 47	MONDO	616193.0	Mar 29 2022
MONDO:0014525	GTPBP3		C4015447	Combined oxidative phosphorylation defect type 23	MONDO	616198.0	Apr 19 2022
MONDO:0014526	GYG1		C4015452	Polyglucosan body myopathy type 2	MONDO	616199.0	Apr 19 2022
MONDO:0014527	SPRTN		C4015461	Progeroid features-hepatocellular carcinoma predisposition syndrome	MONDO	616200.0	Apr 19 2022
MONDO:0014528	SGO1		C4015474	Chronic atrial and intestinal dysrhythmia	MONDO	616201.0	Feb 16 2016
MONDO:0014529	BRF1		C4015495	Cerebellar-facial-dental syndrome	MONDO	616202.0	Apr 19 2022
MONDO:0014530	GRID2		C4015505	Autosomal recessive spinocerebellar ataxia 18	MONDO	616204.0	Apr 19 2022
MONDO:0014531	TUBA4A		C4015512	Amyotrophic lateral sclerosis type 22	MONDO	616208.0	Apr 19 2022
MONDO:0014532	CHCHD10		C4015513	Autosomal dominant mitochondrial myopathy with exercise intolerance	MONDO	616209.0	Apr 19 2022
MONDO:0014533	WWOX		C4015519	Developmental and epileptic encephalopathy, 28	MONDO	616211.0	Apr 19 2022
MONDO:0014534	KATNB1		C4015525	Lissencephaly 6 with microcephaly	MONDO	616212.0	Apr 19 2022
MONDO:0014535	INS		C0342283	Hyperproinsulinemia	MONDO	616214.0	Feb 16 2016
MONDO:0014536	ETV6		C4015537	Thrombocytopenia 5	MONDO	616216.0	Feb 16 2016
MONDO:0014537	DCDC2		C4015542	Nephronophthisis 19	MONDO	616217.0	Feb 16 2016
MONDO:0014538	COL25A1		C4015552	Fibrosis of extraocular muscles, congenital, 5	MONDO	616219.0	Feb 16 2016
MONDO:0014539	CRB2		C4015555	Focal segmental glomerulosclerosis 9	MONDO	616220.0	Feb 16 2016
MONDO:0014540	ITGB6		C4015557	Amelogenesis imperfecta type 1H	MONDO	616221.0	Apr 19 2022
MONDO:0014542	ALG14		C4015596	Congenital myasthenic syndrome 15	MONDO	616227.0	Apr 19 2022
MONDO:0014543	ALG2		C4015597	Congenital myasthenic syndrome 14	MONDO	616228.0	Apr 19 2022
MONDO:0014544	CREB3L1		C4015610	Osteogenesis imperfecta type 16	MONDO	616229.0	Apr 19 2022
MONDO:0014545	CERS1		C4015619	Progressive myoclonic epilepsy type 8	MONDO	616230.0	Apr 19 2022
MONDO:0014546	CASQ1		C4015624	Myopathy due to calsequestrin and SERCA1 protein overload	MONDO	616231.0	Apr 19 2022
MONDO:0014547	NARS2		C4015643	Combined oxidative phosphorylation defect type 24	MONDO	616239.0	Apr 19 2022
MONDO:0014548	CALM1		C4015671	Long QT syndrome 14	MONDO	616247.0	Feb 16 2016
MONDO:0014549	ZBTB42		C4015686	Lethal congenital contracture syndrome 6	MONDO	616248.0	Feb 16 2016
MONDO:0014550	CALM2		C4015695	Long QT syndrome 15	MONDO	616249.0	Feb 16 2016
MONDO:0014551	NPR2		C4225399	Short stature with nonspecific skeletal abnormalities	MONDO	616255.0	Feb 16 2016
MONDO:0014552	KIF14		C4015701	Lethal fetal cerebrorenogenitourinary agenesis/hypoplasia syndrome	MONDO	616258.0	Apr 19 2022
MONDO:0014553	RNF125		C4015710	Tenorio syndrome	MONDO	616260.0	Feb 16 2016
MONDO:0014555	CHST8		C4015729	Peeling skin syndrome type A	MONDO	616265.0	Apr 19 2022
MONDO:0014556	NALCN		C4225398	Congenital contractures of the limbs and face, hypotonia, and developmental delay	MONDO	616266.0	Feb 16 2016
MONDO:0014557	PNKP		C4225397	Ataxia - oculomotor apraxia type 4	MONDO	616267.0	Apr 19 2022
MONDO:0014558	KAT6A		C4225396	Autosomal dominant intellectual disability-craniofacial anomalies-cardiac defects syndrome	MONDO	616268.0	Apr 19 2022
MONDO:0014559	SLC6A17		C4225395	Progressive essential tremor-speech impairment-facial dysmorphism-intellectual disability-abnormal behavior syndrome	MONDO	616269.0	Mar 29 2022
MONDO:0014560	AMBN		C4225394	Amelogenesis imperfecta type 1F	MONDO	616270.0	Apr 19 2022
MONDO:0014561	CLPB		C4225393	3-methylglutaconic aciduria with cataracts, neurologic involvement and neutropenia	MONDO	616271.0	Apr 19 2022
MONDO:0014562	COQ4		C4225392	Neonatal encephalomyopathy-cardiomyopathy-respiratory distress syndrome	MONDO	616276.0	Apr 19 2022
MONDO:0014563	ECHS1		C4225391	Mitochondrial short-chain Enoyl-Coa hydratase 1 deficiency	MONDO	616277.0	Apr 19 2022
MONDO:0014564	ABCD3		C4225390	Congenital bile acid synthesis defect 5	MONDO	616278.0	Apr 19 2022
MONDO:0014565	UNC45B		C4225389	Cataract 43	MONDO	616279.0	Feb 16 2016
MONDO:0014566	MARS1		C4084821	Charcot-Marie-Tooth disease axonal type 2U	MONDO	616280.0	Apr 19 2022
MONDO:0014567	GPT2		C4225388	Glutamate pyruvate transaminase 2 deficiency	MONDO	616281.0	Mar 29 2022
MONDO:0014568	CPT1C		C4225387	Hereditary spastic paraplegia 73	MONDO	616282.0	Apr 19 2022
MONDO:0014569	CNTNAP1		C4225386	Lethal congenital contracture syndrome 7	MONDO	616286.0	Feb 16 2016
MONDO:0014570	ADCY6		C4225385	Lethal congenital contracture syndrome 8	MONDO	616287.0	Feb 16 2016
MONDO:0014571	ACO2		C4225384	Optic atrophy 9	MONDO	616289.0	Feb 16 2016
MONDO:0014572	SLC9A1		C4225383	Lichtenstein-Knorr syndrome	MONDO	616291.0	Apr 19 2022
MONDO:0014573	SEC24D		C4225382	Cole-Carpenter syndrome 2	MONDO	616294.0	Sep 22 2016
MONDO:0014574	CAST		C4225381	Peeling skin-leukonuchia-acral punctate keratoses-cheilitis-knuckle pads syndrome	MONDO	616295.0	Apr 19 2022
MONDO:0014575	DDX58		C4225380	Singleton-Merten syndrome 2	MONDO	616298.0	Feb 16 2016
MONDO:0014576	LIPT1		C4225379	Lipoyl transferase 1 deficiency	MONDO	616299.0	Apr 19 2022
MONDO:0014577	CEP120		C4225378	Short-rib thoracic dysplasia 13 with or without polydactyly	MONDO	616300.0	Feb 16 2016
MONDO:0014578	LRP4		C4225377	Congenital myasthenic syndrome 17	MONDO	616304.0	Apr 19 2022
MONDO:0014579	WDR19		C4225376	Senior-Loken syndrome 8	MONDO	616307.0	Oct 23 2016
MONDO:0014580	DPP6		C4225375	Intellectual disability, autosomal dominant 33	MONDO	616311.0	Mar 29 2022
MONDO:0014581	CHRNB1		C4225374	Congenital myasthenic syndrome 2A	MONDO	616313.0	Apr 19 2022
MONDO:0014582	CHRNB1		C4225373	Congenital myasthenic syndrome 2C	MONDO	616314.0	Apr 19 2022
MONDO:0014583	CHRND		C4225372	Congenital myasthenic syndrome 3A	MONDO	616321.0	Apr 19 2022
MONDO:0014584	CHRND		C4225371	Congenital myasthenic syndrome 3B	MONDO	616322.0	Oct 12 2020
MONDO:0014585	CHRND		C4225370	Congenital myasthenic syndrome 3C	MONDO	616323.0	Apr 19 2022
MONDO:0014586	CHRNE		C4225369	Congenital myasthenic syndrome 4B	MONDO	616324.0	Apr 19 2022
MONDO:0014587	MUSK		C4225368	Congenital myasthenic syndrome 9	MONDO	616325.0	Apr 19 2022
MONDO:0014588	RAPSN		C4225367	Congenital myasthenic syndrome 11	MONDO	616326.0	Apr 19 2022
MONDO:0014589	KCNJ11		C4225365	Maturity-onset diabetes of the young type 13	MONDO	616329.0	Apr 19 2022
MONDO:0014590	SNAP25		C4225364	Congenital myasthenic syndrome 18	MONDO	616330.0	Apr 19 2022
MONDO:0014591	DVL1		C4225363	Autosomal dominant Robinow syndrome 2	MONDO	616331.0	Apr 19 2022
MONDO:0014592	TUBGCP4		C4225362	Microcephaly and chorioretinopathy 3	MONDO	616335.0	Apr 19 2022
MONDO:0014593	AARS1		C4225361	Developmental and epileptic encephalopathy, 29	MONDO	616339.0	Jan 21 2022
MONDO:0014594	OSBPL2		C4084712	Autosomal dominant nonsyndromic hearing loss 67	MONDO	616340.0	Apr 19 2022
MONDO:0014595	SIK1		C4225360	Developmental and epileptic encephalopathy, 30	MONDO	616341.0	Apr 19 2022
MONDO:0014596	CDK5		C4225359	Lissencephaly 7 with cerebellar hypoplasia	MONDO	616342.0	Feb 16 2016
MONDO:0014597	IRF7		C4225358	Immunodeficiency 39	MONDO	616345.0	Feb 16 2016
MONDO:0014598	DNM1		C4225357	Developmental and epileptic encephalopathy, 31	MONDO	616346.0	Apr 19 2022
MONDO:0014599	CERT1		C4225156	Intellectual disability, autosomal dominant 34	MONDO	616351.0	Mar 29 2022
MONDO:0014600	PARN		C4225356	Dyskeratosis congenita, autosomal recessive 6	MONDO	616353.0	Feb 16 2016
MONDO:0014601	SNX14		C4225355	Autosomal recessive spinocerebellar ataxia 20	MONDO	616354.0	Apr 19 2022
MONDO:0014602	PPP2R5D		C4225354	Intellectual disability-macrocephaly-hypotonia-behavioral abnormalities syndrome	MONDO	616355.0	Mar 29 2022
MONDO:0014603	CRYM		C4084708	Autosomal dominant nonsyndromic hearing loss 40	MONDO	616357.0	Apr 19 2022
MONDO:0014605	PPP2R1A		C4225352	Microcephaly-corpus callosum hypoplasia-intellectual disability-facial dysmorphism syndrome	MONDO	616362.0	Mar 29 2022
MONDO:0014606	POGZ		C4225351	Intellectual disability-microcephaly-strabismus-behavioral abnormalities syndrome	MONDO	616364.0	Apr 19 2022
MONDO:0014607	KCNA2		C4225350	Developmental and epileptic encephalopathy, 32	MONDO	616366.0	Apr 19 2022
MONDO:0014608	EDNRA		C4225349	Mandibulofacial dysostosis with alopecia	MONDO	616367.0	Feb 16 2016
MONDO:0014609	AFF4		C4085597	Cognitive impairment - coarse facies - heart defects - obesity - pulmonary involvement - short stature - skeletal dysplasia syndrome	MONDO	616368.0	Apr 19 2022
MONDO:0014611	ISCA2		C4225348	Multiple mitochondrial dysfunctions syndrome 4	MONDO	616370.0	Feb 16 2016
MONDO:0014612	PARN		C4225347	Pulmonary fibrosis and/or bone marrow failure, Telomere-related, 4	MONDO	616371.0	Apr 19 2022
MONDO:0014613	RTEL1		C4225346	Pulmonary fibrosis and/or bone marrow failure, Telomere-related, 3	MONDO	616373.0	Apr 19 2022
MONDO:0014614	GNAT1		C4225345	Congenital stationary night blindness 1G	MONDO	616389.0	Apr 19 2022
MONDO:0014615	ERCC3		C4225344	Trichothiodystrophy 2, photosensitive	MONDO	616390.0	Feb 16 2016
MONDO:0014617	EEF1A2		C4225343	Intellectual disability, autosomal dominant 38	MONDO	616393.0	Mar 29 2022
MONDO:0014618	IFT172		C4225342	Retinitis pigmentosa 71	MONDO	616394.0	Feb 16 2016
MONDO:0014619	GTF2H5		C4017171	Trichothiodystrophy 3, photosensitive	MONDO	616395.0	Feb 16 2016
MONDO:0014620	KCTD17		C4225341	Myoclonic dystonia 26	MONDO	616398.0	Apr 19 2022
MONDO:0014621	KCND3		C4225340	Brugada syndrome 9	MONDO	616399.0	Feb 16 2016
MONDO:0014622	TRPV3		C4225339	Isolated focal non-epidermolytic palmoplantar keratoderma	MONDO	616400.0	Apr 19 2022
MONDO:0014623	SASS6		C4225338	Microcephaly 14, primary, autosomal recessive	MONDO	616402.0	Apr 19 2022
MONDO:0014625	EEF1A2		C4225337	Developmental and epileptic encephalopathy, 33	MONDO	616409.0	Apr 19 2022
MONDO:0014626	TRPC3		C4225158	Spinocerebellar ataxia type 41	MONDO	616410.0	Apr 19 2022
MONDO:0014627	COL6A3		C4225336	Dystonia 27	MONDO	616411.0	Feb 16 2016
MONDO:0014628	XPR1		C4225335	Basal ganglia calcification, idiopathic, 6	MONDO	616413.0	Feb 16 2016
MONDO:0014629	COPA		C4225334	Autoimmune interstitial lung disease-arthritis syndrome	MONDO	616414.0	Apr 19 2022
MONDO:0014630	NTHL1		C4225157	NTHL1-related attenuated familial adenomatous polyposis	MONDO	616415.0	Apr 19 2022
MONDO:0014632	PYCR2		C4225332	Hypomyelinating leukodystrophy 10	MONDO	616420.0	Apr 19 2022
MONDO:0014633	SLC6A1		C4085238	Myoclonic-atonic epilepsy	MONDO	616421.0	Feb 16 2016
MONDO:0014635	RBP4		C4225330	Microphthalmia, isolated, with coloboma 10	MONDO	616428.0	Feb 16 2016
MONDO:0014636	MARS2		C4225329	Combined oxidative phosphorylation defect type 25	MONDO	616430.0	Apr 19 2022
MONDO:0014637	DOCK2		C4225328	DOCK2 deficiency	MONDO	616433.0	Apr 19 2022
MONDO:0014638	UBE2T		C4084840	Fanconi anemia complementation group T	MONDO	616435.0	Apr 19 2022
MONDO:0014639	RELN		C4225327	Familial temporal lobe epilepsy 7	MONDO	616436.0	Apr 19 2022
MONDO:0014640	SQSTM1		C4225326	Frontotemporal dementia and/or amyotrophic lateral sclerosis 3	MONDO	616437.0	Feb 16 2016
MONDO:0014641	TBK1		C4225325	Frontotemporal dementia and/or amyotrophic lateral sclerosis 4	MONDO	616439.0	Feb 16 2016
MONDO:0014642	IL17RC		C4225324	Candidiasis, familial, 9	MONDO	616445.0	Feb 16 2016
MONDO:0014643	MED25		C4225323	Congenital cataract-microcephaly-nevus flammeus simplex-severe intellectual disability syndrome	MONDO	616449.0	Apr 19 2022
MONDO:0014644	IBA57		C4225322	Hereditary spastic paraplegia 74	MONDO	616451.0	Apr 19 2022
MONDO:0014645	CARD11		C4551967	BENTA disease	MONDO	616452.0	Apr 19 2022
MONDO:0014646	ATP6V1B2		C4225321	Zimmermann-Laband syndrome 2	MONDO	616455.0	May 26 2016
MONDO:0014647	CAD		C4225320	Developmental and epileptic encephalopathy, 50	MONDO	616457.0	Apr 19 2022
MONDO:0014648	DCPS		C4085595	Al-Raqad syndrome	MONDO	616459.0	Jan 22 2021
MONDO:0014649	EDC3		C4225319	Intellectual disability, autosomal recessive 50	MONDO	616460.0	Mar 29 2022
MONDO:0014650	GAL		C4225318	Familial temporal lobe epilepsy 8	MONDO	616461.0	Apr 19 2022
MONDO:0014651	POLR1A		C4225317	Acrofacial dysostosis Cincinnati type	MONDO	616462.0	Apr 19 2022
MONDO:0014652	ZNF408		C4225316	Exudative vitreoretinopathy 6	MONDO	616468.0	Feb 16 2016
MONDO:0014653	ZNF408		C4225315	Retinitis pigmentosa 72	MONDO	616469.0	Feb 16 2016
MONDO:0014654	COL12A1		C4225314	Ullrich congenital muscular dystrophy 2	MONDO	616470.0	Feb 16 2016
MONDO:0014656	RNASEH1		C4225312	Progressive external ophthalmoplegia with mitochondrial DNA deletions, autosomal recessive 2	MONDO	616479.0	Aug 24 2016
MONDO:0014657	RSPH3		C4225311	Primary ciliary dyskinesia 32	MONDO	616481.0	Apr 19 2022
MONDO:0014658	FGFR3		C2674173	Severe achondroplasia-developmental delay-acanthosis nigricans syndrome	MONDO	616482.0	Apr 19 2022
MONDO:0014659	NBAS		C3809651	Infantile liver failure syndrome 2	MONDO	616483.0	Feb 16 2016
MONDO:0014660	MFSD2A		C4225310	Microcephaly 15, primary, autosomal recessive	MONDO	616486.0	Apr 19 2022
MONDO:0014661	PLEC		C4225309	Epidermolysis bullosa simplex with nail dystrophy	MONDO	616487.0	Feb 16 2016
MONDO:0014662	PRDM12		C4225308	Congenital insensitivity to pain-hypohidrosis syndrome	MONDO	616488.0	Apr 19 2022
MONDO:0014663	IGF2		C4225307	Silver-Russell syndrome 3	MONDO	616489.0	Oct 21 2021
MONDO:0014664	KIAA0586		C4084822	Joubert syndrome 23	MONDO	616490.0	Feb 16 2016
MONDO:0014665	NAGLU		C4225306	Charcot-Marie-Tooth disease axonal type 2V	MONDO	616491.0	Apr 19 2022
MONDO:0014666	POLR1C		C4225305	Hypomyelinating leukodystrophy 11	MONDO	616494.0	Apr 19 2022
MONDO:0014667	COA5		C4225154	Cardioencephalomyopathy, fatal infantile, due to cytochrome c oxidase deficiency 3	MONDO	616500.0	Feb 16 2016
MONDO:0014668	COA6		C4225304	Cardioencephalomyopathy, fatal infantile, due to cytochrome c oxidase deficiency 4	MONDO	616501.0	Feb 16 2016
MONDO:0014669	DRAM2		C4049066	Cone-rod dystrophy 21	MONDO	616502.0	Feb 16 2016
MONDO:0014670	ADGRG6		C4225303	Lethal congenital contracture syndrome 9	MONDO	616503.0	Mar 19 2016
MONDO:0014671	SLC25A46		C4225302	Neuropathy, hereditary motor and sensory, type 6B	MONDO	616505.0	Apr 22 2020
MONDO:0014672	SPARC		C4225301	Osteogenesis imperfecta type 17	MONDO	616507.0	Apr 19 2022
MONDO:0014673	LSS		C4225300	Cataract 44	MONDO	616509.0	Feb 16 2016
MONDO:0014674	APPL1		C4225299	Maturity-onset diabetes of the young type 14	MONDO	616511.0	Apr 19 2022
MONDO:0014675	RIPOR2		C4225298	Autosomal recessive nonsyndromic hearing loss 104	MONDO	616515.0	Apr 19 2022
MONDO:0014676	LMNA		C2750035	Emery-Dreifuss muscular dystrophy 3, autosomal recessive	MONDO	616516.0	Feb 16 2016
MONDO:0014677	ATF6		C4225297	Achromatopsia 7	MONDO	616517.0	Feb 16 2016
MONDO:0014678	MYT1L		C4225296	Intellectual disability, autosomal dominant 39	MONDO	616521.0	Jan 21 2022
MONDO:0014679	PI4KA		C4225295	Polymicrogyria, perisylvian, with cerebellar hypoplasia and arthrogryposis	MONDO	616531.0	Feb 16 2016
MONDO:0014680	IRF3		C4225294	Herpes simplex encephalitis, susceptibility to, 7	MONDO	616532.0	Feb 16 2016
MONDO:0014681	FOXE1		C4225293	Thyroid cancer, nonmedullary, 4	MONDO	616534.0	Feb 16 2016
MONDO:0014682	HABP2		C4225292	Thyroid cancer, nonmedullary, 5	MONDO	616535.0	Feb 16 2016
MONDO:0014683	DAG1		C4225291	Muscular dystrophy-dystroglycanopathy (congenital with brain and eye anomalies), type A9	MONDO	616538.0	Apr 19 2022
MONDO:0014684	TRMT5		C4225290	Combined oxidative phosphorylation defect type 26	MONDO	616539.0	Apr 19 2022
MONDO:0014685	LMNB2		C4225289	Progressive myoclonic epilepsy type 9	MONDO	616540.0	Apr 19 2022
MONDO:0014686	XRCC4		C4225288	Short stature, microcephaly, and endocrine dysfunction	MONDO	616541.0	Feb 16 2016
MONDO:0014687	HGSNAT		C4225287	Retinitis pigmentosa 73	MONDO	616544.0	Oct 16 2016
MONDO:0014688	KIAA0586		C4225286	Short-rib thoracic dysplasia 14 with polydactyly	MONDO	616546.0	Feb 16 2016
MONDO:0014689	MYO18B		C4225285	Klippel-Feil anomaly-myopathy-facial dysmorphism syndrome	MONDO	616549.0	Apr 19 2022
MONDO:0014690	ACD		C4225284	Dyskeratosis congenita, autosomal dominant 6	MONDO	616553.0	Feb 16 2016
MONDO:0014691	SOS2		C4225282	Noonan syndrome 9	MONDO	616559.0	Feb 16 2016
MONDO:0014692	BBS2		C4225281	Retinitis pigmentosa 74	MONDO	616562.0	Feb 16 2016
MONDO:0014693	LZTR1		C4225280	Noonan syndrome 10	MONDO	616564.0	Feb 16 2016
MONDO:0014694	RIPPLY2		C4225279	Spondylocostal dysostosis 6, autosomal recessive	MONDO	616566.0	Feb 16 2016
MONDO:0014695	POT1		C4225278	Glioma susceptibility 9	MONDO	616568.0	Feb 16 2016
MONDO:0014696	ERCC5		C1851443	Cerebrooculofacioskeletal syndrome 3	MONDO	616570.0	Sep 14 2017
MONDO:0014697	NFKB1		C4225277	Immunodeficiency, common variable, 12	MONDO	616576.0	Feb 16 2016
MONDO:0014698	SPATA5		C4225276	Microcephaly-intellectual disability-sensorineural hearing loss-epilepsy-abnormal muscle tone syndrome	MONDO	616577.0	Mar 29 2022
MONDO:0014699	CHAMP1		C4225275	Intellectual disability, autosomal dominant 40	MONDO	616579.0	Mar 29 2022
MONDO:0014700	HNRNPK		C4225274	Neurodevelopmental disorder-craniofacial dysmorphism-cardiac defect-hip dysplasia syndrome due to a point mutation	MONDO	616580.0	Jan  1 2022
MONDO:0014701	COL2A1		C4225273	Spondyloepiphyseal dysplasia, Stanescu type	MONDO	616583.0	Apr 19 2022
MONDO:0014702	ALDH18A1		C4225272	Autosomal recessive complex spastic paraplegia type 9B	MONDO	616586.0	Apr 19 2022
MONDO:0014703	DLL4		C4225271	Adams-Oliver syndrome 6	MONDO	616589.0	Feb 16 2016
MONDO:0014704	PDGFRB		C4225270	Skeletal overgrowth-craniofacial dysmorphism-hyperelastic skin-white matter lesions syndrome	MONDO	616592.0	Apr 19 2022
MONDO:0014705	ZIC1		C4225269	Craniosynostosis 6	MONDO	616602.0	Feb 16 2016
MONDO:0014706	ALDH18A1		C4225268	Cutis laxa, autosomal dominant 3	MONDO	616603.0	Feb 16 2016
MONDO:0014709	PEX6		C4225267	Heimler syndrome 2	MONDO	616617.0	Feb 16 2016
MONDO:0014710	RORC		C4225266	Autosomal recessive mendelian susceptibility to mycobacterial diseases due to complete RORgamma receptor deficiency	MONDO	616622.0	Apr 19 2022
MONDO:0014711	HARS1		C4225265	Autosomal dominant Charcot-Marie-Tooth disease type 2W	MONDO	616625.0	Apr 19 2022
MONDO:0014712	TRAF3IP1		C4225263	Senior-Loken syndrome 9	MONDO	616629.0	Oct 23 2016
MONDO:0014713	FDPS		C4225262	Porokeratosis 9, multiple types	MONDO	616631.0	Feb 16 2016
MONDO:0014714	DIAPH1		C4225261	Progressive microcephaly-seizures-cortical blindness-developmental delay syndrome	MONDO	616632.0	Apr 19 2022
MONDO:0014715	STAT2		C4225260	Primary immunodeficiency with post-measles-mumps-rubella vaccine viral infection	MONDO	616636.0	Apr 19 2022
MONDO:0014716	MTOR		C4225259	Macrocephaly-intellectual disability-neurodevelopmental disorder-small thorax syndrome	MONDO	616638.0	Apr 19 2022
MONDO:0014717	PRDM8		C4225258	Early-onset Lafora body disease	MONDO	616640.0	Apr 19 2022
MONDO:0014718	SLC12A5		C4225257	Developmental and epileptic encephalopathy, 34	MONDO	616645.0	Apr 19 2022
MONDO:0014719	ITPA		C4225256	Developmental and epileptic encephalopathy, 35	MONDO	616647.0	Apr 19 2022
MONDO:0014720		ATP1A3	C4275164	Autosomal dominant optic atrophy plus syndrome	MONDO		18 Nov 2020
MONDO:0014722	RNU4ATAC		C1846059	Roifman syndrome	MONDO	616651.0	Feb 16 2016
MONDO:0014724	TCTN2		C4084841	Joubert syndrome 24	MONDO	616654.0	Feb 16 2016
MONDO:0014725	SLC1A4		C4225254	Spastic tetraplegia-thin corpus callosum-progressive postnatal microcephaly syndrome	MONDO	616657.0	Apr 19 2022
MONDO:0014726	SPG11		C4225253	Charcot-Marie-Tooth disease axonal type 2X	MONDO	616668.0	Apr 19 2022
MONDO:0014727	IFNAR2		C4225252	Immunodeficiency 45	MONDO	616669.0	Feb 16 2016
MONDO:0014728	CARS2		C4225251	Combined oxidative phosphorylation defect type 27	MONDO	616672.0	Apr 19 2022
MONDO:0014729	MAG		C4225250	Hereditary spastic paraplegia 75	MONDO	616680.0	Apr 19 2022
MONDO:0014730	ANKLE2		C4225249	Microcephaly 16, primary, autosomal recessive	MONDO	616681.0	Feb 16 2016
MONDO:0014731	EXT2		C4225248	Seizures-scoliosis-macrocephaly syndrome	MONDO	616682.0	Apr 19 2022
MONDO:0014732	VPS11		C4225247	Hypomyelinating leukodystrophy 12	MONDO	616683.0	Apr 19 2022
MONDO:0014733	SURF1		C4225246	Charcot-Marie-Tooth disease type 4K	MONDO	616684.0	Apr 19 2022
MONDO:0014734	SLC12A5		C4225245	Epilepsy, idiopathic generalized, susceptibility to, 14	MONDO	616685.0	Feb 16 2016
MONDO:0014735	VCP		C4225244	Charcot-Marie-Tooth disease type 2Y	MONDO	616687.0	Apr 19 2022
MONDO:0014736	MORC2		C4225243	Charcot-Marie-Tooth disease axonal type 2Z	MONDO	616688.0	Apr 19 2022
MONDO:0014737	KCNN4		C4225242	Dehydrated hereditary stomatocytosis 2	MONDO	616689.0	Feb 16 2016
MONDO:0014738	KITLG		C4225241	Autosomal dominant nonsyndromic hearing loss 69	MONDO	616697.0	Apr 19 2022
MONDO:0014739	MET		C4084709	Autosomal recessive nonsyndromic hearing loss 97	MONDO	616705.0	Apr 19 2022
MONDO:0014740	HOMER2		C4225240	Autosomal dominant nonsyndromic hearing loss 68	MONDO	616707.0	Apr 19 2022
MONDO:0014741	WAC		C4225239	Facial dysmorphism-developmental delay-behavioral abnormalities syndrome due to WAC point mutation	MONDO	616708.0	Apr 19 2022
MONDO:0014742	CHCHD2		C4225238	Parkinson disease 22, autosomal dominant	MONDO	616710.0	Feb 16 2016
MONDO:0014743	PEX5		C4225237	Rhizomelic chondrodysplasia punctata type 5	MONDO	616716.0	Feb 16 2016
MONDO:0014744	SCYL1		C4225236	Acute infantile liver failure-cerebellar ataxia-peripheral sensory motor neuropathy syndrome	MONDO	616719.0	Apr 19 2022
