drugName,cIds,drugNameOfficial,molecularWeight,smilesString
Maslinic acid,CIDs00073659,maslinic acid,472.69972,CC1(CCC2(CCC3(C(=CCC4C3(CCC5C4(CC(C(C5(C)C)O)O)C)C)C2C1)C)C(=O)O)C
Ataciguat,CIDs00213037,ataciguat,576.49306,C1COCCN1S(=O)(=O)C2=CC=C(C=C2)NC(=O)C3=C(C=CC(=C3)Cl)NS(=O)(=O)C4=CC=C(S4)Cl
3-Bromopyruvate,CIDs00070684,3-BrPA,166.95812,C(C(=O)C(=O)O)Br
Lovastatin,CIDs00053232,lovastatin,404.53964,CCC(C)C(=O)OC1CC(C=C2C1C(C(C=C2)C)CCC3CC(CC(=O)O3)O)C
Atorvastatin calcium,CIDs00060822,atorvastatin,1155.341726,CC(C)C1=C(C(=C(N1CCC(CC(CC(=O)[O-])O)O)C2=CC=C(C=C2)F)C3=CC=CC=C3)C(=O)NC4=CC=CC=C4.CC(C)C1=C(C(=C(N1CCC(CC(CC(=O)[O-])O)O)C2=CC=C(C=C2)F)C3=CC=CC=C3)C(=O)NC4=CC=CC=C4.[Ca+2]
Pitavastatin calcium,CIDs05282451,pitavastatin,880.983646,C1CC1C2=NC3=CC=CC=C3C(=C2C=CC(CC(CC(=O)[O-])O)O)C4=CC=C(C=C4)F.C1CC1C2=NC3=CC=CC=C3C(=C2C=CC(CC(CC(=O)[O-])O)O)C4=CC=C(C=C4)F.[Ca+2]
Pravastatin sodium,CIDs00054687,pravastatin,424.52774,CCC(C)C(=O)OC1CC(C=C2C1C(C(C=C2)C)CCC(CC(CC(=O)O)O)O)O
Aspirin,CIDs00002244,aspirin,180.15742,CC(=O)OC1=CC=CC=C1C(=O)O
Mevastatin,CIDs00064715,compactin,390.51306,CCC(C)C(=O)OC1CCC=C2C1C(C(C=C2)C)CCC3CC(CC(=O)O3)O
NCGC00249661,CIDs71307851,ML388,320.43136,CC1=CC=C(C=C1)N2C(=CC(=C2C)C3=NN=C4N3CCCCC4)C
NCGC00262228,CIDs03474778,ML387,335.39964,COC1=CC=C(C=C1)N2C=NC3=C2C=CC(=C3)C(=O)N4CCCCC4
Chlorothiazide,CIDs00002720,thiazide,295.72324,C1=C2C(=CC(=C1Cl)S(=O)(=O)N)S(=O)(=O)N=CN2
Hydrochlorothiazide,CIDs00003639,hydrochlorothiazide,297.73912,C1NC2=CC(=C(C=C2S(=O)(=O)N1)S(=O)(=O)N)Cl
Ivosidenib,CIDs71657455,SCHEMBL15122512,582.96089,C1CC(=O)N(C1C(=O)N(C2=CC(=CN=C2)F)C(C3=CC=CC=C3Cl)C(=O)NC4CC(C4)(F)F)C5=NC=CC(=C5)C#N
Enasidenib,CIDs89683805,SCHEMBL15102202,473.374999,CC(C)(CNC1=NC(=NC(=N1)NC2=CC(=NC=C2)C(F)(F)F)C3=NC(=CC=C3)C(F)(F)F)O
BAY-1436032,CIDs118310260,#N/A,0,#N/A
IDH-C227,CIDs56645961,AGN-PC-0BFBDI,498.591143,CC1=CC=CC=C1C(C(=O)NC2CCCCC2)N(C3=CC(=CC=C3)F)C(=O)CNC4=CC=C(C=C4)C#N
GSK-864,CIDs91864701,#N/A,0,#N/A
AG-881,CIDs117817422,#N/A,0,#N/A
AGI-5198,CIDs56645356,AGI-5198,462.559043,CC1=CC=CC=C1C(C(=O)NC2CCCCC2)N(C3=CC(=CC=C3)F)C(=O)CN4C=CN=C4C
AGI-6780,CIDs71299339,agi-6780,481.51113,C1CC1NS(=O)(=O)C2=CC(=C(C=C2)C3=CSC=C3)NC(=O)NC4=CC=CC(=C4)C(F)(F)F
Indoximod,CIDs00405012,1-methyl-D-tryptophan,218.25176,CN1C=C(C2=CC=CC=C21)CC(C(=O)O)N
Epacadostat,CIDs135564890,#N/A,0,#N/A
EOS-200271,CIDs23063810,CTK0A0183,232.210463,C1C(C(=O)NC1=O)C2=CNC3=C2C=C(C=C3)F
Navoximod,CIDs70914230,SCHEMBL15511408,316.369943,C1CC(CCC1C(CC2C3=C(C=CC=C3F)C4=CN=CN24)O)O
Tenatoprazole,CIDs00636411,tenatoprazole,346.40412,CC1=CN=C(C(=C1OC)C)CS(=O)C2=NC3=C(N2)C=CC(=N3)OC
BMS-986205,CIDs121328278,#N/A,0,#N/A
beta-Lapachone,CIDs00003885,beta-lapachone,242.26986,CC1(CCC2=C(O1)C3=CC=CC=C3C(=O)C2=O)C
Nafamostat mesilate,CIDs05311180,#N/A,0,#N/A
PD-1/PD-L1 Inhibitor 1,CIDs91663303,"(2S)-1-[2,6-dimethoxy-4-(2-methyl-3-phenyl-benzyl)oxy-benzyl]pipecolinic acid",475.57602,CC1=C(C=CC=C1COC2=CC(=C(C(=C2)OC)CN3CCCCC3C(=O)O)OC)C4=CC=CC=C4
BMS-202,CIDs117951478,#N/A,0,#N/A
2-Iminobiotin,CIDs00128878,2-iminobiotin,243.32588,C1C2C(C(S1)CCCCC(=O)O)N=C(N2)N
Pimagedine,CIDs00002146,aminoguanidine,74.08514,C(=NN)(N)N
Spermidine,CIDs00001102,spermidine,145.24586,C(CCNCCCN)CN
Tussilagone,CIDs71307581,Y0209,390.51306,CCC(=CC(=O)OC1CC(C2C(C1=C)CC(=O)C2C(C)OC(=O)C)C(C)C)C
Ibiglustat,CIDs60199242,Ibiglustat,389.486863,CC(C)(C1=CSC(=N1)C2=CC=C(C=C2)F)NC(=O)OC3CN4CCC3CC4
Eeyarestatin I,CIDs23947580,NSC748695,630.4361,CC1(C(N(C(=O)N1CC(=O)NN=CC=CC2=CC=C(O2)[N+](=O)[O-])C3=CC=C(C=C3)Cl)N(C(=O)NC4=CC=C(C=C4)Cl)O)C
MIR96-IN-1,CIDs72699186,"N-(3-azidopropyl)-4-[2,6-ditert-butyl-4-[6-(4-methylpiperazino)-1H-benzimidazol-2-yl]phenoxy]butyramide",588.78662,CC(C)(C)C1=CC(=CC(=C1OCCCC(=O)NCCCN=[N+]=[N-])C(C)(C)C)C2=NC3=C(N2)C=C(C=C3)N4CCN(CC4)C
Mycophenolic acid,CIDs00446541,mycophenolic acid,320.3371,CC1=C(C(=C(C2=C1COC2=O)O)CC=C(C)CCC(=O)O)OC
Ribavirin,CIDs00037542,ribavirin,244.20468,C1=NC(=NN1C2C(C(C(O2)CO)O)O)C(=O)N
Mizoribine,CIDs00104762,mizoribine,259.21602,C1=NC(=C(N1C2C(C(C(O2)CO)O)O)O)C(=O)N
Mycophenolate mofetil,CIDs05281078,mycophenolate mofetil,433.49474,CC1=C(C(=C(C2=C1COC2=O)O)CC=C(C)CCC(=O)OCCN3CCOCC3)OC
AVN944,CIDs09918559,AVN944,477.51238,CCC(CC#N)OC(=O)NC(C)C1=CC(=CC=C1)NC(=O)NC2=CC(=C(C=C2)C3=CN=CO3)OC
L-690330,CIDs00132449,"L-690,330",298.123604,CC(OC1=CC=C(C=C1)O)(P(=O)(O)O)P(=O)(O)O
Clotrimazole,CIDs00002812,clotrimazole,344.83678,C1=CC=C(C=C1)C(C2=CC=CC=C2)(C3=CC=CC=C3Cl)N4C=CN=C4
Voriconazole,CIDs00071616,voriconazole,349.31047,CC(C1=NC=NC=C1F)C(CN2C=NC=N2)(C3=C(C=C(C=C3)F)F)O
Posaconazole,CIDs00468595,posaconazole,700.777386,CCC(C(C)O)N1C(=O)N(C=N1)C2=CC=C(C=C2)N3CCN(CC3)C4=CC=C(C=C4)OCC5CC(OC5)(CN6C=NC=N6)C7=C(C=C(C=C7)F)F
GSK-2837808A,CIDs71533725,AGN-PC-0JGHOJ,649.621306,COC1=NC(=NC=C1C2=CC3=NC=C(C(=C3C=C2)NC4=CC(=CC(=C4)C(=O)O)OC5=CC(=CC(=C5)F)F)S(=O)(=O)NC6CC6)OC
NCGC00372530,CIDs131955127,#N/A,0,#N/A
Sivelestat,CIDs00107706,sivelestat,434.46288,CC(C)(C)C(=O)OC1=CC=C(C=C1)S(=O)(=O)NC2=CC=CC=C2C(=O)NCC(=O)O
Zafirlukast,CIDs00005717,zafirlukast,575.67522,CC1=CC=CC=C1S(=O)(=O)NC(=O)C2=CC(=C(C=C2)CC3=CN(C4=C3C=C(C=C4)NC(=O)OC5CCCC5)C)OC
Pranlukast hydrate,CIDs00004887,pranlukast,481.50262,C1=CC=C(C=C1)CCCCOC2=CC=C(C=C2)C(=O)NC3=CC=CC4=C3OC(=CC4=O)C5=NNN=N5
MK591,CIDs23672584,#N/A,0,#N/A
Anacetrapib,CIDs11556427,anacetrapib,637.508432,CC1C(OC(=O)N1CC2=C(C=CC(=C2)C(F)(F)F)C3=CC(=C(C=C3OC)F)C(C)C)C4=CC(=CC(=C4)C(F)(F)F)C(F)(F)F
Torcetrapib,CIDs00159325,torcetrapib,600.473329,CCC1CC(C2=C(N1C(=O)OCC)C=CC(=C2)C(F)(F)F)N(CC3=CC(=CC(=C3)C(F)(F)F)C(F)(F)F)C(=O)OC
Evacetrapib (LY2484595),CIDs49836058,evacetrapib,638.646959,CC1=CC(=C2C(=C1)C(CCCN2CC3CCC(CC3)C(=O)O)N(CC4=CC(=CC(=C4)C(F)(F)F)C(F)(F)F)C5=NN(N=N5)C)C
Rotenone,CIDs00006758,rotenone,394.41718,CC(=C)C1CC2=C(O1)C=CC3=C2OC4COC5=CC(=C(C=C5C4C3=O)OC)OC
GNE-618,CIDs66613669,AGN-PC-0H1R1W,460.42901,C1=CC(=CC(=C1)S(=O)(=O)C2=CC=C(C=C2)CNC(=O)C3=CN=C4C(=C3)C=NN4)C(F)(F)F
NAMPT-IN-1,CIDs92044379,#N/A,0,#N/A
GSK2795039,CIDs71090129,AGN-PC-0J8K50,450.55654,CC(C)N1C=C(C2=C(C=CN=C21)NS(=O)(=O)C3=NN(C=C3)C)C4=CC5=C(CCN5C)C=C4
Melatonin,CIDs00000896,melatonin,232.27834,CC(=O)NCCC1=CNC2=C1C=C(C=C2)OC
GKT-137831,CIDs58496428,GKT137831,394.85416,CN1C(=O)C=C2C(=C1C3=CC(=CC=C3)N(C)C)C(=O)N(N2)C4=CC=CC=C4Cl
CXC-195,CIDs44428656,AGN-PC-0767RM,422.513426,CC1=C(N=C(C(=N1)C)CN2CCN(CC2)C(C3=CC=C(C=C3)F)C4=CC=C(C=C4)F)C
KI-696,CIDs118170767,#N/A,0,#N/A
NCGC00408930,CIDs09196193,AC1PMPI8,379.407463,C1OC2=C(O1)C=C(C=C2)CNC3=C4C(=CSC4=NC=N3)C5=CC=C(C=C5)F
JZL-195,CIDs46232606,JZL195,433.45652,C1CN(CCN1CC2=CC(=CC=C2)OC3=CC=CC=C3)C(=O)OC4=CC=C(C=C4)[N+](=O)[O-]
Levetiracetam,CIDs05284583,levetiracetam,170.20896,CCC(C(=O)N)N1CCCC1=O
Oltipraz,CIDs00047318,oltipraz,226.34164,CC1=C(SSC1=S)C2=NC=CN=C2
Omaveloxolone,CIDs71811910,Nrf1-activator-1,554.710866,CC1(CCC2(CCC3(C(C2C1)C(=O)C=C4C3(CCC5C4(C=C(C(=O)C5(C)C)C#N)C)C)C)NC(=O)C(C)(F)F)C
Carbidopa,CIDs00034359,carbidopa,226.22916,CC(CC1=CC(=C(C=C1)O)O)(C(=O)O)NN
SB-408124,CIDs04331799,SB-408124,356.369226,CC1=NC2=C(C=C(C=C2C(=C1)NC(=O)NC3=CC=C(C=C3)N(C)C)F)F
Lemborexant,CIDs56944144,Lemborexant,410.416606,CC1=NC(=NC=C1OCC2(CC2C(=O)NC3=NC=C(C=C3)F)C4=CC(=CC=C4)F)C
MK-1064,CIDs44633765,AGN-PC-0784IH,461.9003,COC1=C(N=C(C=C1)CNC(=O)C2=C(N=CC(=C2)C3=CC(=CN=C3)Cl)C4=CC=CC=N4)OC
MCOPPB,CIDs57339147,Z-3167,518.00542,CC1(CCCCCCC1)N2CCC(CC2)N3C4=CC=CC=C4N=C3C5CCCNC5.Cl.Cl.Cl
JTC-801,CIDs05311339,Jtc-801,447.95654,CCC1=CC=C(C=C1)OCC2=CC=CC=C2C(=O)NC3=CC4=C(C=C3)N=C(C=C4N)C.Cl
J113397,CIDs05311194,Compb,399.56948,CCN1C2=CC=CC=C2N(C1=O)C3CCN(CC3CO)CC4CCCCCCC4
Eflornithine Hydrochloride,CIDs00057004,#N/A,0,#N/A
GSK-484,CIDs86340175,#N/A,0,#N/A
KPT-9274,CIDs117779453,#N/A,0,#N/A
Efatutazone,CIDs09832447,efatutazone,502.58474,CC1=CC(=CC(=C1N)C)OC2=CC3=C(C=C2)N=C(N3C)COC4=CC=C(C=C4)CC5C(=O)NC(=O)S5
GW-1929,CIDs06518171,N-(2-benzoyl phenyl)-l-tyrosine,495.56896,CN(CCOC1=CC=C(C=C1)CC(C(=O)O)NC2=CC=CC=C2C(=O)C3=CC=CC=C3)C4=CC=CC=N4
Gemfibrozil,CIDs00003463,gemfibrozil,250.33338,CC1=CC(=C(C=C1)C)OCCCC(C)(C)C(=O)O
Ciprofibrate,CIDs00002763,ciprofibrate,289.15446,CC(C)(C(=O)O)OC1=CC=C(C=C1)C2CC2(Cl)Cl
Clofibrate,CIDs00002796,clofibrate,242.6987,CCOC(=O)C(C)(C)OC1=CC=C(C=C1)Cl
Fenofibrate,CIDs00003339,fenofibrate,360.83134,CC(C)OC(=O)C(C)(C)OC1=CC=C(C=C1)C(=O)C2=CC=C(C=C2)Cl
Elafibranor,CIDs09864881,2J3H5C81A5,384.48856,CC1=CC(=CC(=C1OC(C)(C)C(=O)O)C)C=CC(=O)C2=CC=C(C=C2)SC
BMS-687453,CIDs16725047,BMS-687453,444.86494,CC1=C(N=C(O1)C2=CC=C(C=C2)Cl)COC3=CC=CC(=C3)CN(CC(=O)O)C(=O)OC
Pemafibrate,CIDs11526038,17VGG92R23,490.5476,CCC(C(=O)O)OC1=CC=CC(=C1)CN(CCCOC2=CC=C(C=C2)OC)C3=NC4=CC=CC=C4O3
GW-6471,CIDs00446738,GW6471,619.67325,CCC(=O)NCC(CC1=CC=C(C=C1)OCCC2=C(OC(=N2)C3=CC=CC=C3)C)NC(=CC(=O)C4=CC=C(C=C4)C(F)(F)F)C
L-165041,CIDs06603901,"L-165,041",402.43764,CCCC1=C(C=CC(=C1O)C(=O)C)OCCCOC2=CC=C(C=C2)OCC(=O)O
Rosiglitazone,CIDs00077999,#N/A,0,#N/A
SR-1664,CIDs53239854,ML244,547.60046,CC1=C(N(C2=C1C=C(C=C2)C(=O)NC(C)C3=CC=C(C=C3)[N+](=O)[O-])CC4=CC=C(C=C4)C5=CC=CC=C5C(=O)O)C
PF-04620110,CIDs46926360,PF-04620110,396.43966,C1CC(CCC1CC(=O)O)C2=CC=C(C=C2)N3CCOC4=NC=NC(=C4C3=O)N
Pradigastat,CIDs53387035,#N/A,0,#N/A
A-922500,CIDs24768261,A 922500,428.47976,C1CC(C(C1)C(=O)O)C(=O)C2=CC=C(C=C2)C3=CC=C(C=C3)NC(=O)NC4=CC=CC=C4
SKF-89976A,CIDs06917797,#N/A,0,#N/A
Tiagabine hydrochloride,CIDs00091274,#N/A,0,#N/A
CI-966,CIDs00198693,#N/A,0,#N/A
10058-F4,CIDs01271002,c-Myc inhibitor,249.35184,CCC1=CC=C(C=C1)C=C2C(=O)NC(=S)S2
Bruceantin,CIDs05281304,bruceantin,548.57884,CC1=C(C(=O)CC2(C1CC3C45C2C(C(C(C4C(C(=O)O3)OC(=O)C=C(C)C(C)C)(OC5)C(=O)OC)O)O)C)O
10074-G5,CIDs02836600,10074-G5,332.31288,C1=CC=C(C=C1)C2=CC=CC=C2NC3=CC=C(C4=NON=C34)[N+](=O)[O-]
ST-2825,CIDs24808138,ST-2825,591.50602,C1CC2(CC3N(C2=O)C(CCS3)C(=O)N)N(C1)C(=O)CC4=CC=C(C=C4)NC(=O)COC5=C(C=C(C=C5)Cl)Cl
(-)-Blebbistatin,CIDs05287792,(S)-(-)-blebbistatin,292.33184,CC1=CC2=C(C=C1)N=C3C(C2=O)(CCN3C4=CC=CC=C4)O
Strophantine octahydrate,CIDs06364534,#N/A,0,#N/A
YW3-56,CIDs56970298,SCHEMBL10026327,494.02828,CN(C)C1=CC2=C(C=C1)C=C(C=C2)C(=O)NC(CCCN=C(CCl)N)C(=O)NCC3=CC=CC=C3
Dioscin,CIDs00119245,dioscin,869.04358,CC1CCC2(C(C3C(O2)CC4C3(CCC5C4CC=C6C5(CCC(C6)OC7C(C(C(C(O7)CO)OC8C(C(C(C(O8)C)O)O)O)O)OC9C(C(C(C(O9)C)O)O)O)C)C)C)OC1
Phlorizin,CIDs00006072,phlorizin,436.40926,C1=CC(=CC=C1CCC(=O)C2=C(C=C(C=C2OC3C(C(C(C(O3)CO)O)O)O)O)O)O
Canagliflozin,CIDs24812758,canagliflozin,444.515703,CC1=C(C=C(C=C1)C2C(C(C(C(O2)CO)O)O)O)CC3=CC=C(S3)C4=CC=C(C=C4)F
GSK-2256294A,CIDs59448236,L33EX3XR0T,447.45677,CC1=NC(=NC(=N1)NC)NC2CCCC(C2)C(=O)NCC3=C(C=C(C=C3)C#N)C(F)(F)F
BAY-41-2272,CIDs09798973,BAY 41-2272,360.387583,C1CC1C2=CN=C(N=C2N)C3=NN(C4=C3C=CC=N4)CC5=CC=CC=C5F
Cinaciguat,CIDs09808022,cinaciguat,565.69856,C1=CC=C(C=C1)CCC2=CC=C(C=C2)COC3=CC=CC=C3CCN(CCCCC(=O)O)CC4=CC=C(C=C4)C(=O)O
STF-118804,CIDs20916937,stf-118804,461.53282,CC1=CC=C(C=C1)S(=O)(=O)CC2=C(OC(=N2)C3=CC=C(C=C3)C(=O)NCC4=CN=CC=C4)C
BAY-876,CIDs118191391,#N/A,0,#N/A
PFK-158,CIDs71730058,SCHEMBL15287558,328.28795,C1=CC(=CC2=C1C=CC(=N2)C=CC(=O)C3=CC=NC=C3)C(F)(F)F
Tetrabenazine,CIDs00006018,tetrabenazine,317.42258,CC(C)CC1CN2CCC3=CC(=C(C=C3C2CC1=O)OC)OC
2-Deoxyglucose,CIDs00108223,2-deoxyglucose,164.15648,C(C=O)C(C(C(CO)O)O)O
Meglumine,CIDs00008567,meglumine,195.21358,CNCC(C(C(C(CO)O)O)O)O
Lactulose,CIDs00011333,lactulose,342.29648,C(C1C(C(C(C(O1)OC2C(OC(C2O)(CO)O)CO)O)O)O)O
Aspartame,CIDs00134601,#N/A,0,#N/A
PX-12,CIDs00219104,1-methylpropyl 2-imidazolyl disulfide,188.31358,CCC(C)SSC1=NC=CN1
RSL3,CIDs01750826,SCHEMBL13402744,440.87624,COC(=O)C1CC2=C(C(N1C(=O)CCl)C3=CC=C(C=C3)C(=O)OC)NC4=CC=CC=C24
Erastin,CIDs11214940,erastin,547.04454,CCOC1=CC=CC=C1N2C(=O)C3=CC=CC=C3N=C2C(C)N4CCN(CC4)C(=O)COC5=CC=C(C=C5)Cl
Hematoxylin,CIDs00442514,hematoxylin,302.27876,C1C2=CC(=C(C=C2C3C1(COC4=C3C=CC(=C4O)O)O)O)O
Deferasirox,CIDs00214348,#N/A,0,#N/A
Penicillamine,CIDs00005852,D-penicillamine,149.21134,CC(C)(C(C(=O)O)N)S
Tiopronin,CIDs00005483,tiopronin,163.19486,CC(C(=O)NCC(=O)O)S
PF-06282999,CIDs71571306,SCHEMBL14936135,325.77068,COC1=C(C=C(C=C1)Cl)C2=CC(=O)NC(=S)N2CC(=O)N
Rose Bengal disodium,CIDs00032343,#N/A,0,#N/A
Edaravone,CIDs00004021,edaravone,174.1992,CC1=NN(C(=O)C1)C2=CC=CC=C2
Rebamipide,CIDs00005042,rebamipide,370.7864,C1=CC=C2C(=C1)C(=CC(=O)N2)CC(C(=O)O)NC(=O)C3=CC=C(C=C3)Cl
Idebenone,CIDs00003686,idebenone,338.4385,CC1=C(C(=O)C(=C(C1=O)OC)OC)CCCCCCCCCCO
Aurantiamarin (Methyl Hesperidin),CIDs05467549,AC1NV3WL,302.37148,CC(C)C1C(=O)NC(=CC2=C(NC=N2)C(C)(C)C=C)C(=O)N1
Tempol,CIDs00137994,T-MPN,172.24472,CC1(CC(CC(N1[O])(C)C)O)C
Taurine,CIDs00001123,taurine,125.14688,C(CS(=O)(=O)O)N
ML-228,CIDs46742353,ML228,415.48914,C1=CC=C(C=C1)C2=CC=C(C=C2)CNC3=C(N=NC(=N3)C4=CC=CC=N4)C5=CC=CC=C5
PX-478,CIDs11234794,PX-478,394.1215,C1=CC(=CC=C1CC(C(=O)O)N)[N+](CCCl)(CCCl)[O-].Cl.Cl
Lificiguat,CIDs00005712,3-(5'-hydroxymethyl-2'-furyl)-1-benzylindazole,304.34254,C1=CC=C(C=C1)CN2C3=CC=CC=C3C(=N2)C4=CC=C(O4)CO
Manassantin A,CIDs10190528,AGN-PC-009HKD,732.85568,CC1C(C(OC1C2=CC(=C(C=C2)OC(C)C(C3=CC(=C(C=C3)OC)OC)O)OC)C4=CC(=C(C=C4)OC(C)C(C5=CC(=C(C=C5)OC)OC)O)OC)C
EL-102,CIDs62705067,AGN-PC-0ERAY7,384.47194,CC1=C(C=C(C=C1)C2=CSC(=C2)C#N)NS(=O)(=O)C3=CC=C(C=C3)OC
2-Methoxyestradiol (2-MeOE2),CIDs00066414,2-methoxyestradiol,302.40794,CC12CCC3C(C1CCC2O)CCC4=CC(=C(C=C34)OC)O
PT-2385,CIDs91754484,"3-[(1S)-2,2-difluoro-1-hydroxy-7-mesyl-indan-4-yl]oxy-5-fluoro-benzonitrile",383.34169,CS(=O)(=O)C1=C2C(C(CC2=C(C=C1)OC3=CC(=CC(=C3)C#N)F)(F)F)O
Molidustat,CIDs59603622,molidustat,314.30266,C1COCCN1C2=NC=NC(=C2)N3C(=O)C(=CN3)N4C=CN=N4
IOX2,CIDs54685215,IOX-2,352.34074,C1=CC=C(C=C1)CN2C3=CC=CC=C3C(=C(C2=O)C(=O)NCC(=O)O)O
Roxadustat,CIDs11256664,FG-4592,352.34074,CC1=NC(=C(C2=C1C=C(C=C2)OC3=CC=CC=C3)O)C(=O)NCC(=O)O
Daprodustat,CIDs91617630,Daprodustat,393.43418,C1CCC(CC1)N2C(=O)C(C(=O)N(C2=O)C3CCCCC3)C(=O)NCC(=O)O
Vadadustat,CIDs23634441,AGN-PC-0HAO1I,306.70114,C1=CC(=CC(=C1)Cl)C2=CC(=C(N=C2)C(=O)NCC(=O)O)O
JNJ-42041935,CIDs45102710,T4PPL01131,346.64925,C1=C2C(=CC(=C1Cl)OC(F)(F)F)N=C(N2)N3C=C(C=N3)C(=O)O
Polydatin,CIDs05281718,polydatin,390.38388,C1=CC(=CC=C1C=CC2=CC(=CC(=C2)OC3C(C(C(C(O3)CO)O)O)O)O)O
BMS-587101,CIDs11635371,HE-0001,555.4324,CN1C(=O)N(C(=O)C12CN(CC2C3=CC=C(C=C3)C#N)CC4=CC(=CS4)C(=O)O)C5=CC(=CC(=C5)Cl)Cl
Rottlerin,CIDs05281847,rottlerin,516.53852,CC1=C(C(=C(C(=C1O)C(=O)C)O)CC2=C(C3=C(C(=C2O)C(=O)C=CC4=CC=CC=C4)OC(C=C3)(C)C)O)O
KUC107871N,CIDs49830258,ML240,396.4445,COC1=CC=CC2=C1N=C(N=C2NCC3=CC=CC=C3)N4C5=CC=CC=C5N=C4N
KUC107887N,CIDs49830260,ML241,372.46286,C1CCC2=C(C1)C(=NC(=N2)N3CCOC4=CC=CC=C43)NCC5=CC=CC=C5
KUC105555N,CIDs00676352,DBeQ,340.421,C1=CC=C(C=C1)CNC2=NC(=NC3=CC=CC=C32)NCC4=CC=CC=C4
CB-5083,CIDs73051434,SCHEMBL15421452,413.47172,CC1=CC2=C(C=CC=C2N1C3=NC4=C(COCC4)C(=N3)NCC5=CC=CC=C5)C(=O)N
Vesnarinone,CIDs00005663,vesnarinone,395.4516,COC1=C(C=C(C=C1)C(=O)N2CCN(CC2)C3=CC4=C(C=C3)NC(=O)CC4)OC
NMS-873,CIDs71521142,NMS-873,520.66622,CC1=C(C=CC(=C1)OCC2=NN=C(N2C3=CN=CC=C3)SC4CCCC4)C5=CC=C(C=C5)S(=O)(=O)C
NMS-859,CIDs71607189,AGN-PC-0JHX84,349.79208,C1=CC=C2C(=C1)C(=NS2(=O)=O)NC3=CC(=CC=C3)NC(=O)CCl
VLX-600,CIDs06410104,VLX-600,317.3479,CC1=CC=CC2=C1NC3=C2N=NC(=N3)NN=C(C)C4=CC=CC=N4
3-BDO,CIDs16216349,3BDO cpd,327.33128,C1C(C(=O)OC1COC2=CC=CC=C2[N+](=O)[O-])CC3=CC=CC=C3
Dyphylline,CIDs00003182,diprophylline,254.24256,CN1C2=C(C(=O)N(C1=O)C)N(C=N2)CC(CO)O
Allopurinol,CIDs135401907,#N/A,0,#N/A
Febuxostat,CIDs00134018,febuxostat,316.37484,CC1=C(SC(=N1)C2=CC(=C(C=C2)OCC(C)C)C#N)C(=O)O
OTX-008,CIDs11953346,AGN-PC-00INS5,937.17688,CN(C)CCNC(=O)COC1=C2CC3=C(C(=CC=C3)CC4=C(C(=CC=C4)CC5=CC=CC(=C5OCC(=O)NCCN(C)C)CC1=CC=C2)OCC(=O)NCCN(C)C)OCC(=O)NCCN(C)C
FG-2216,CIDs06914666,RU921DS4Z5,280.66386,C1=CC=C2C(=C1)C(=C(N=C2Cl)C(=O)NCC(=O)O)O
CPI-613,CIDs24770514,CPI-613,388.58652,C1=CC=C(C=C1)CSCCC(CCCCC(=O)O)SCC2=CC=CC=C2
Etomoxir,CIDs09840324,W-5482,326.81512,CCOC(=O)C1(CO1)CCCCCCOC2=CC=C(C=C2)Cl
RUSKI-201,CIDs71726792,AGN-PC-0JJPYY,357.51288,CCC(C)CNCC(=O)N1CCC2=C(C1C3=NC(=CC=C3)C)C=CS2
Deferoxamine mesylate,CIDs00062881,#N/A,0,#N/A
Vidofludimus,CIDs09820008,Vidofludimus,355.359623,COC1=CC=CC(=C1)C2=CC(=C(C=C2)NC(=O)C3=C(CCC3)C(=O)O)F
ML-390,CIDs71768304,ML390,406.39825,C1CC(C2=CC=CC=C2C1)NC(=O)CCNC(=O)C3=CC=C(C=C3)OC(F)(F)F
Brequinar,CIDs00057030,brequinar,375.367506,CC1=C(N=C2C=CC(=CC2=C1C(=O)O)F)C3=CC=C(C=C3)C4=CC=CC=C4F
Sulfadoxine,CIDs00017134,sulfadoxine,310.32896,COC1=C(N=CN=C1OC)NS(=O)(=O)C2=CC=C(C=C2)N
Gimeracil,CIDs54679224,#N/A,0,#N/A
ASP-9521,CIDs25210792,AGN-PC-050BDL,330.42134,CC(C)(CC1CCN(CC1)C(=O)C2=CC3=C(N2)C=CC(=C3)OC)O
LP-533401,CIDs44560455,CHEMBL511275,526.482193,C1=CC(=CC(=C1)F)C2=CC=C(C=C2)C(C(F)(F)F)OC3=NC(=NC(=C3)C4=CC=C(C=C4)CC(C(=O)O)N)N
Sitagliptin,CIDs04369359,sitagliptin,407.313619,C1CN2C(=NN=C2C(F)(F)F)CN1C(=O)CC(CC3=CC(=C(C=C3F)F)F)N
Linagliptin,CIDs10096344,linagliptin,472.54222,CC#CCN1C2=C(N=C1N3CCCC(C3)N)N(C(=O)N(C2=O)CC4=NC5=CC=CC=C5C(=N4)C)C
Saxagliptin,CIDs11243969,saxagliptin,315.41,C1C2CC2N(C1C#N)C(=O)C(C34CC5CC(C3)CC(C5)(C4)O)N
BQU-57,CIDs77845606,BQU57,334.29583,CC1=NN(C2=C1C(C(=C(O2)N)C#N)C3=CC=C(C=C3)C(F)(F)F)C
APR-246,CIDs52918385,PRIMA-1MET,199.24688,COCC1(C(=O)C2CCN1CC2)CO
ML327,CIDs60167648,ML327,366.37062,C1=CC=C(C=C1)C2=CC(=NO2)C(=O)NCCCNC(=O)C3=CC=CNC3=O
