BiomarkerID	Biomarker_Name	Diseasename	ICD11	ICD10	ICD9
BM000796	Flagellin (Anti-Cbir1)	Inflammatory bowel disease	ICD-11: DD72	ICD-10: K50-K52	.
BM000801	Flagellin (Anti-Cbir1)	Inflammatory bowel disease	ICD-11: DD72	ICD-10: K50-K52	.
BM001539	Florbetaben (18F-BAY94-9172)	Alzheimer disease	ICD-11: 8A20	ICD-10: G30, G30.9	ICD-9: 331
BM002517	Florbetaben (18F-BAY94-9172)	Alzheimer disease	ICD-11: 8A20	ICD-10: G30, G30.9	ICD-9: 331
BM000012	Fms-like tyrosine kinase 3 (FLT-3)	Acute myeloid leukaemia	ICD-11: 2A60	.	.
BM002941	Focal adhesion kinase 2 (PTK2B)	Autosomal dominant polycystic kidney disease	ICD-11: GB81	ICD-10: Q61.2	ICD-9: 753.1
BM001543	Follistatin-related protein 1 (FSTL1)	Osteoarthritis	ICD-11: FA00-FA05	.	ICD-9: 715
BM001544	Forkhead box protein P3 (FOXP3)	Kidney transplant rejection	ICD-11: NE84	.	ICD-9: 996.81
BM001548	Fragment of exhaled nitric oxide (FENO)	Asthma	ICD-11: CA23	ICD-10: J45, J45.8	ICD-9: 493
BM001549	Fragment of exhaled nitric oxide (FENO)	Asthma	ICD-11: CA23	ICD-10: J45, J45.8	ICD-9: 493
BM001550	Fragment of exhaled nitric oxide (FENO)	Severe asthma	ICD-11: CA23	ICD-10: J45, J45.8	ICD-9: 493
BM003189	G1/S-specific cyclin-D1 (CCND1)	Condyloma	ICD-11: 1A95	.	.
BM003175	Galectin-3 (LGALS3)	Chagas disease	ICD-11: IF53	.	.
BM001558	Galectin-3 (LGALS3)	Heart failure	ICD-11: BD10-BD13	ICD-10: I50, I50.9	ICD-9: 428
BM001559	Galectin-3 (LGALS3)	Heart failure	ICD-11: BD10-BD13	ICD-10: I50, I50.9	ICD-9: 428
BM000721	Gamma-adducin (ADD3)	Hypertension	ICD-11: BA00-BA04	.	ICD-9: 401
BM001560	Ganglioside 2 (GM2)	Mucopolysaccharidosis	ICD-11: 5C56.3	.	ICD-9: 277.5
BM001562	Ganglioside 2 (GM2)	Mucopolysaccharidosis	ICD-11: 5C56.3	.	ICD-9: 277.5
BM001561	Ganglioside 3 (GM3)	Mucopolysaccharidosis	ICD-11: 5C56.3	.	ICD-9: 277.5
BM001563	Ganglioside 3 (GM3)	Mucopolysaccharidosis	ICD-11: 5C56.3	.	ICD-9: 277.5
BM002424	Gap junction beta-2 protein (Cx26)	Psoriasis vulgaris	ICD-11: EA90	.	ICD-9: 696
BM003294	Gelsolin (GSN)	Hepatitis B	ICD-11: 1E51	ICD-10: B18.1	.
BM002588	Glia-derived nexin (SERPINE2)	Carotid artery atherosclerosis	ICD-11: BD55	.	.
BM002589	Glia-derived nexin (SERPINE2)	Carotid artery atherosclerosis	ICD-11: BD55	.	.
BM002590	Glia-derived nexin (SERPINE2)	Carotid artery atherosclerosis	ICD-11: BD55	.	.
BM002317	Glucocorticoid receptor (NR3C1)	Myalgic encephalomyelitis	ICD-11: 8E49	ICD-10: G93	ICD-9: 780.71
BM001571	Glucocorticoid receptor (NR3C1)	Glaucoma/ocular hypertension	ICD-11: 9C61	.	ICD-9: 365
BM001576	Glucokinase regulatory protein (GCKR)	Inflammation	ICD-11: 1A00-CA43.1	.	.
BM001577	Glucokinase regulatory protein (GCKR)	Inflammation	ICD-11: 1A00-CA43.1	.	.
BM001578	Glucokinase regulatory protein (GCKR)	Inflammation	ICD-11: 1A00-CA43.1	.	.
BM001573	Glucokinase regulatory protein (GCKR)	Cardiovascular disease	ICD-11: BA00-BE2Z	ICD-10: I00-I99	.
BM001574	Glucokinase regulatory protein (GCKR)	Cardiovascular disease	ICD-11: BA00-BE2Z	ICD-10: I00-I99	.
BM001575	Glucokinase regulatory protein (GCKR)	Cardiovascular disease	ICD-11: BA00-BE2Z	ICD-10: I00-I99	.
BM001582	Glutamate decarboxylase (GLUL)	Amyotrophic lateral sclerosis	ICD-11: 8B60.0	.	ICD-9: 335.2
BM003346	Glutamyl aminopeptidase (ENPEP)	HIV infection	ICD-11: 1C62	ICD-10: B17.1, B18.2	.
BM003333	Glutathione-dependent PGD synthase (HPGDS)	Hepatitis C	ICD-11: 1E51	ICD-10: B18.2	.
BM002126	Granulin (GRN)	Frontotemporal lobar degeneration	ICD-11: 8A23	.	ICD-9: 331.1
BM002578	Granulin (GRN)	Amyotrophic lateral sclerosis	ICD-11: 8B60.0	.	ICD-9: 335.2
BM003533	Granulocyte colony-stimulating factor (GCSF)	Sepsis	ICD-11: 1G40-1G41	.	.
BM000382	Granulocyte colony-stimulating factor receptor (GCSFR)	Bronchopulmonary dysplasia	ICD-11: KB29.0	ICD-10: P27.1	ICD-9: 770.7
BM001598	Granulocyte colony-stimulating factor receptor (GCSFR)	Amyotrophic lateral sclerosis	ICD-11: 8B60.0	.	ICD-9: 335.2
BM003583	Granulocyte-macrophage colony-stimulating factor (CSF2)	Toxoplasmosis	ICD-11: 1F57	ICD-10: B58	.
BM001599	Granzyme A (GZMA)	Myalgic encephalomyelitis	ICD-11: 8E49	ICD-10: G93	ICD-9: 780.71
BM003450	Granzyme B (GZMB)	Influenza	ICD-11: 1E30-1E32?	.	.
BM003250	GTPase KRas (KRAS)	Dengue	ICD-11: 1D20-1D2Z	ICD-10: A90, R50	.
BM000003	GTPase KRas (KRAS)	Irresectable biliary tract cancer	ICD-11: 2C17	.	ICD-9: 156
BM003050	GTPase KRas (KRAS)	Lung cancer	ICD-11: 2C25.0	.	ICD-9: 162
BM000937	Guanine nucleotide exchange C9orf72 (C9orf72)	Frontotemporal lobar degeneration	ICD-11: 8A23	.	ICD-9: 331.1
BM003562	Haptoglobin (HP)	Smallpox	ICD-11: 1E70	ICD-10: B03	.
BM003488	Haptoglobin (HP)	Malaria	ICD-11: 1F40-1F4Z	ICD-10: B50-B54	.
BM003024	Heart-type fatty acidbinding protein (H-FABP)	Autosomal dominant polycystic kidney disease	ICD-11: GB81	ICD-10: Q61.2	ICD-9: 753.1
BM001627	Helical type II collagen (HELIX-II)	Osteoarthritis	ICD-11: FA00-FA05	.	ICD-9: 715
BM001630	Hemopexin (HPX)	Ocular allergy	ICD-11: 4A81	.	.
BM001631	Hemopexin (HPX)	Ocular allergy	ICD-11: 4A81	.	.
BM000385	Hemopexin (HPX)	Nephropathy	ICD-11: GC2Z	.	ICD-9: 581.3
BM003335	Heparanase (HPSE)	HIV infection	ICD-11: 1C62	ICD-10: B17.1, B18.2	.
BM001958	Hepatitis A virus cellular receptor 1 (HAVCR1)	Acute kidney injury	ICD-11: GB60	.	ICD-9: 584
BM001959	Hepatitis A virus cellular receptor 1 (HAVCR1)	Diabetic nephropathy	ICD-11: GB61.Z	.	ICD-9: 250.4
BM003025	Hepatitis A virus cellular receptor 1 (HAVCR1)	Autosomal dominant polycystic kidney disease	ICD-11: GB81	ICD-10: Q61.2	ICD-9: 753.1
BM002796	Hepatitis A virus cellular receptor 2 (HAV TIM3)	Kidney transplant rejection	ICD-11: NE84	.	ICD-9: 996.81
BM003317	Hepatitis C virus NS3 helicase (HCV NS3)	Hepatitis C	ICD-11: 1E51	ICD-10: B18.2	.
BM001946	Hepatocyte growth factor (HGF)	Bronchopulmonary dysplasia	ICD-11: KB29.0	ICD-10: P27.1	ICD-9: 770.7
BM003226	Hepatocyte growth factor (HGF)	Dengue	ICD-11: 1D20-1D2Z	ICD-10: A90, R50	.
BM001662	Hepatocyte growth factor (HGF)	Acute graft versus host disease	ICD-11: 4B24.0	ICD-10: T86.0	ICD-9: 279.51
BM001667	Hepatocyte growth factor (HGF)	Acute graft versus host disease	ICD-11: 4B24.0	ICD-10: T86.0	ICD-9: 279.51
BM001668	Hepatocyte growth factor (HGF)	Acute graft versus host disease	ICD-11: 4B24.0	ICD-10: T86.0	ICD-9: 279.51
BM001663	Hepatocyte growth factor (HGF)	Acute graft versus host disease	ICD-11: 4B24.0	ICD-10: T86.0	ICD-9: 279.51
BM001664	Hepatocyte growth factor (HGF)	Acute graft versus host disease	ICD-11: 4B24.0	ICD-10: T86.0	ICD-9: 279.51
BM001665	Hepatocyte growth factor (HGF)	Acute graft versus host disease	ICD-11: 4B24.0	ICD-10: T86.0	ICD-9: 279.51
BM001666	Hepatocyte growth factor (HGF)	Graft-versus-host disease	ICD-11: 4B24	.	ICD-9: 279.5
BM001635	Hepatocyte nuclear factor 1-alpha (HNF1A)	Inflammation	ICD-11: 1A00-CA43.1	.	.
BM001634	Hepatocyte nuclear factor 1-alpha (HNF1A)	Cardiovascular disease	ICD-11: BA00-BE2Z	ICD-10: I00-I99	.
BM001704	Hepatocyte nuclear factor 1-alpha (HNF1A)	Coronary artery disease	ICD-11: BA80	ICD-10: I25.1, I25.4	.
BM001638	Hepatocyte nuclear factor 4-alpha (HNF4A)	Inflammation	ICD-11: 1A00-CA43.1	.	.
BM001637	Hepatocyte nuclear factor 4-alpha (HNF4A)	Cardiovascular disease	ICD-11: BA00-BE2Z	ICD-10: I00-I99	.
BM001628	Hereditary hemochromatosis protein (HFE)	Hypertension	ICD-11: BA00-BA04	.	ICD-9: 401
BM001670	HHIP-like protein 1 (HHIPL1)	Coronary artery disease	ICD-11: BA80	ICD-10: I25.1, I25.4	.
BM003235	High mobility group protein B1 (HMGB1)	Dengue	ICD-11: 1D20-1D2Z	ICD-10: A90, R50	.
BM000546	High mobility group protein B1 (HMGB1)	Chronic obstructive pulmonary disease	ICD-11: CA22	ICD-10: J44, J44.9	.
BM001676	High sensitive troponin (hsTN)	Acute coronary syndrome	ICD-11: BA41	.	ICD-9: 411.1
BM002533	High-on-treatment platelet reactivity (HTPR)	Acute coronary syndrome	ICD-11: BA41	.	ICD-9: 411.1
BM001683	High-sensitivity cardiac troponin T (hs-cTnT)	Heart failure	ICD-11: BD10-BD13	ICD-10: I50, I50.9	ICD-9: 428
BM001684	High-sensitivity cardiac troponin T (hs-cTnT)	Heart failure	ICD-11: BD10-BD13	ICD-10: I50, I50.9	ICD-9: 428
BM000708	Histo-blood group ABO system transferase (ABO)	Coronary artery disease	ICD-11: BA80	ICD-10: I25.1, I25.4	.
BM003420	HLA class I antigen B-7 (HLA-B)	HIV infection	ICD-11: 1C62	ICD-10: B17.1, B18.2	.
BM003513	HLA class I histocompatibility antigen, B-27 alpha chain (HLA-B)	Rheumatic fever	ICD-11: 1B40-1B42	ICD-10: R50	.
BM001700	HLA-DR antigens-associated invariant (CD74)	Kidney transplant rejection	ICD-11: NE84	.	ICD-9: 996.81
BM003413	HLA-DR antigens-associated invariant (CD74)	HIV infection	ICD-11: 1C62	ICD-10: B17.1, B18.2	.
BM000756	Human chorionic gonadotropin (hCG)	Bronchopulmonary dysplasia	ICD-11: KB29.0	ICD-10: P27.1	ICD-9: 770.7
BM000196	Human chorionic gonadotropin (hCG)	Advanced seminoma	ICD-11: 2C80.7	.	ICD-9: 186
BM000194	Human chorionic gonadotropin (hCG)	Non-seminoma testicular cancer	ICD-11: 2C80	.	ICD-9: 186.9
BM001724	Human homologue of breast regression protein 39 (BRP39)	Bronchopulmonary dysplasia	ICD-11: KB29.0	ICD-10: P27.1	ICD-9: 770.7
BM001726	Huntingtin-interacting protein K (HYPK)	Huntington disease	ICD-11: 8A01.10	ICD-10: G10	ICD-9: 294.1, 333.4
BM001729	Hyaluronic acid (HA)	Non-alcoholic steatohepatitis	ICD-11: DB92.1	ICD-10: K75.8	ICD-9: 571.8
BM001727	Hyaluronic acid (HA)	Osteoarthritis	ICD-11: FA00-FA05	.	ICD-9: 715
BM001728	Hyaluronic acid (HA)	Osteoarthritis	ICD-11: FA00-FA05	.	ICD-9: 715
BM001730	Hydroxyeicosatetraenoic acid products (HETEs)	Parkinson disease	ICD-11: 8A00.0	.	ICD-9: 332
BM001731	Hydroxysteroid (11-beta) dehydrogenase 2 (HSD11B2)	Hypertension	ICD-11: BA00-BA04	.	ICD-9: 401
BM001858	IL-6 receptor(IL6R)	Inflammation	ICD-11: 1A00-CA43.1	.	.
BM001859	IL-6 receptor(IL6R)	Inflammation	ICD-11: 1A00-CA43.1	.	.
BM001860	IL-6 receptor(IL6R)	Inflammation	ICD-11: 1A00-CA43.1	.	.
BM001861	IL-6 receptor(IL6R)	Inflammation	ICD-11: 1A00-CA43.1	.	.
BM001854	IL-6 receptor(IL6R)	Cardiovascular disease	ICD-11: BA00-BE2Z	ICD-10: I00-I99	.
BM001855	IL-6 receptor(IL6R)	Cardiovascular disease	ICD-11: BA00-BE2Z	ICD-10: I00-I99	.
BM001856	IL-6 receptor(IL6R)	Cardiovascular disease	ICD-11: BA00-BE2Z	ICD-10: I00-I99	.
BM001857	IL-6 receptor(IL6R)	Cardiovascular disease	ICD-11: BA00-BE2Z	ICD-10: I00-I99	.
BM002534	Immature platelet fraction (IPF)	Acute coronary syndrome	ICD-11: BA41	.	ICD-9: 411.1
BM003232	Immunoglobulin gamma Fc receptor I (FCGR1)	Dengue	ICD-11: 1D20-1D2Z	ICD-10: A90, R50	.
BM003475	Immunoglobulin gamma Fc receptor I (FCGR1)	Malaria	ICD-11: 1F40-1F4Z	ICD-10: B50-B54	.
BM003531	Immunoglobulin gamma Fc receptor I (FCGR1)	Sepsis	ICD-11: 1G40-1G41	.	.
BM001746	Immunoglobulin heavy constant alpha 1 (IGHA1)	Acute graft versus host disease	ICD-11: 4B24.0	ICD-10: T86.0	ICD-9: 279.51
BM001735	Inducible T-cell costimulator (ICOS)	Kidney transplant rejection	ICD-11: NE84	.	ICD-9: 996.81
BM000035	Inhibin alpha chain (INHA)	Chronic hypertension	ICD-11: BA00-BA04	ICD-10: O11, O14	ICD-9: 642.4-642.7
BM002683	Inhibitor of nuclear factor kappa-B kinase beta (IKKB)	Psoriatic arthritis	ICD-11: FA21	.	ICD-9: 696
BM002347	Inhibitor of nuclear factor kappa-B kinase epsilon (IKBKE)	Bronchopulmonary dysplasia	ICD-11: KB29.0	ICD-10: P27.1	ICD-9: 770.7
BM000030	Insulin-like growth factor-binding protein 3 (IGFBP3)	Metastatic colorectal cancer	ICD-11: 2B91	ICD-10: C19	.
BM003359	Integrin alpha-E (ITGAE)	HIV infection	ICD-11: 1C62	ICD-10: B17.1, B18.2	.
BM001029	Integrin alpha-M (ITGAM)	Eosinophilic disorders	ICD-11: 4B03.1	.	ICD-9: 530.13
BM003411	Integrin beta-2 (ITGB2)	HIV infection	ICD-11: 1C62	ICD-10: B17.1, B18.2	.
BM003241	Integrin beta-3 (ITGB3)	Dengue	ICD-11: 1D20-1D2Z	ICD-10: A90, R50	.
BM002369	Intelectin-1 (ITLN1)	Knee osteoarthritis	ICD-11: FA01	ICD-10: M15-M19, M47	ICD-9: 715
BM003192	Intercellular adhesion molecule ICAM-1 (ICAM1)	Condyloma	ICD-11: 1A95	.	.
BM003512	Intercellular adhesion molecule ICAM-1 (ICAM1)	Rheumatic fever	ICD-11: 1B40-1B42	ICD-10: R50	.
BM003408	Intercellular adhesion molecule ICAM-1 (ICAM1)	HIV infection	ICD-11: 1C62	ICD-10: B17.1, B18.2	.
BM003237	Intercellular adhesion molecule ICAM-1 (ICAM1)	Dengue	ICD-11: 1D20-1D2Z	ICD-10: A90, R50	.
BM003606	Intercellular adhesion molecule ICAM-1 (ICAM1)	West nile virus infection	ICD-11: 1D46	ICD-10: A92.3	.
BM003451	Intercellular adhesion molecule ICAM-1 (ICAM1)	Influenza	ICD-11: 1E30-1E32?	.	.
BM003295	Intercellular adhesion molecule ICAM-1 (ICAM1)	Hepatitis B	ICD-11: 1E51	ICD-10: B18.1	.
BM003327	Intercellular adhesion molecule ICAM-1 (ICAM1)	Hepatitis C	ICD-11: 1E51	ICD-10: B18.2	.
BM003478	Intercellular adhesion molecule ICAM-1 (ICAM1)	Malaria	ICD-11: 1F40-1F4Z	ICD-10: B50-B54	.
BM003181	Intercellular adhesion molecule ICAM-1 (ICAM1)	Chagas disease	ICD-11: IF53	.	.
BM003581	Intercellular adhesion molecule ICAM-1 (ICAM1)	Toxoplasmosis	ICD-11: 1F57	ICD-10: B58	.
BM003534	Intercellular adhesion molecule ICAM-1 (ICAM1)	Sepsis	ICD-11: 1G40-1G41	.	.
BM001914	Intercellular adhesion molecule-1 (ICAM-1)	Inflammation	ICD-11: 1A00-CA43.1	.	.
BM001915	Intercellular adhesion molecule-1 (ICAM-1)	Inflammation	ICD-11: 1A00-CA43.1	.	.
BM002708	Intercellular adhesion molecule-1 (ICAM-1)	Bronchopulmonary dysplasia	ICD-11: KB29.0	ICD-10: P27.1	ICD-9: 770.7
BM001609	Intercellular adhesion molecule-1 (ICAM-1)	Acute graft versus host disease	ICD-11: 4B24.0	ICD-10: T86.0	ICD-9: 279.51
BM002682	Intercellular adhesion molecule-1 (ICAM-1)	Acute graft versus host disease	ICD-11: 4B24.0	ICD-10: T86.0	ICD-9: 279.51
BM001912	Intercellular adhesion molecule-1 (ICAM-1)	Cardiovascular disease	ICD-11: BA00-BE2Z	ICD-10: I00-I99	.
BM001913	Intercellular adhesion molecule-1 (ICAM-1)	Cardiovascular disease	ICD-11: BA00-BE2Z	ICD-10: I00-I99	.
BM001911	Intercellular adhesion molecule-1 (ICAM-1)	Cardiovascular disease	ICD-11: BA00-BE2Z	ICD-10: I00-I99	.
BM001910	Intercellular adhesion molecule-1 (ICAM-1)	Peripheral arterial disease	ICD-11: BD4Z	ICD-10: I73, I73.9	ICD-9: 443
BM000603	Intercellular adhesion molecule-1 (ICAM-1)	Chronic kidney disease	ICD-11: GB61	ICD-10: N18, N18.9	.
BM001916	Interferon-gamma (IFNG)	Bronchopulmonary dysplasia	ICD-11: KB29.0	ICD-10: P27.1	ICD-9: 770.7
BM001917	Interferon-gamma (IFNG)	Bronchopulmonary dysplasia	ICD-11: KB29.0	ICD-10: P27.1	ICD-9: 770.7
BM003597	Interferon-gamma (IFNG)	Tuberculosis	ICD-11: 1B10-1B1Z	ICD-10: A15-A19, B90	.
BM003423	Interferon-gamma (IFNG)	HIV infection	ICD-11: 1C62	ICD-10: B17.1, B18.2	.
BM003248	Interferon-gamma (IFNG)	Dengue	ICD-11: 1D20-1D2Z	ICD-10: A90, R50	.
BM003456	Interferon-gamma (IFNG)	Influenza	ICD-11: 1E30-1E32?	.	.
BM003505	Interferon-gamma (IFNG)	Measles	ICD-11: 1F03	.	.
BM003161	Interferon-gamma (IFNG)	Candidosis	ICD-11: 1F23	.	.
BM003486	Interferon-gamma (IFNG)	Malaria	ICD-11: 1F40-1F4Z	ICD-10: B50-B54	.
BM003155	Interferon-gamma (IFNG)	African trypanosomiasis	ICD-11: 1F51	ICD-10: B56, B56.9	ICD-9: 86.5
BM003162	Interferon-gamma (IFNG)	Chagas disease	ICD-11: IF53	.	.
BM001740	Interferon-gamma (IFNG)	Acute graft versus host disease	ICD-11: 4B24.0	ICD-10: T86.0	ICD-9: 279.51
BM001741	Interferon-gamma (IFNG)	Acute graft versus host disease	ICD-11: 4B24.0	ICD-10: T86.0	ICD-9: 279.51
BM001742	Interferon-gamma (IFNG)	Acute graft versus host disease	ICD-11: 4B24.0	ICD-10: T86.0	ICD-9: 279.51
BM001763	Interferon-gamma (IFNG)	Myalgic encephalomyelitis	ICD-11: 8E49	ICD-10: G93	ICD-9: 780.71
BM001810	Interferon-gamma (IFNG)	Myalgic encephalomyelitis	ICD-11: 8E49	ICD-10: G93	ICD-9: 780.71
BM001738	Interferon-gamma (IFNG)	Dry eye disease	ICD-11: 9E1Z	.	ICD-9: 370.33
BM003264	Interferon-lambda 3 (IFNL3)	Hepatitis B	ICD-11: 1E51	ICD-10: B18.1	.
BM001866	Interleukin 1 receptor type 1 (IL-1R1)	Solid tumour/cancer	ICD-11: 2A00-2F9Z	ICD-10: C76-C80	ICD-9: 140-229
BM002684	Interleukin 11 receptor alpha (IL-11RA)	Psoriatic arthritis	ICD-11: FA21	.	ICD-9: 696
BM001743	Interleukin 12 receptor beta-2 (IL-12RB2)	Acute graft versus host disease	ICD-11: 4B24.0	ICD-10: T86.0	ICD-9: 279.51
BM001766	Interleukin 12 receptor beta-2 (IL-12RB2)	Acute graft versus host disease	ICD-11: 4B24.0	ICD-10: T86.0	ICD-9: 279.51
BM001767	Interleukin 12 receptor beta-2 (IL-12RB2)	Acute graft versus host disease	ICD-11: 4B24.0	ICD-10: T86.0	ICD-9: 279.51
BM001768	Interleukin 12 receptor beta-2 (IL-12RB2)	Acute graft versus host disease	ICD-11: 4B24.0	ICD-10: T86.0	ICD-9: 279.51
BM001769	Interleukin 12 receptor beta-2 (IL-12RB2)	Acute graft versus host disease	ICD-11: 4B24.0	ICD-10: T86.0	ICD-9: 279.51
BM001832	Interleukin 12 receptor beta-2 (IL-12RB2)	Myalgic encephalomyelitis	ICD-11: 8E49	ICD-10: G93	ICD-9: 780.71
BM000579	Interleukin 12 receptor beta-2 (IL-12RB2)	Psoriasis vulgaris	ICD-11: EA90	.	ICD-9: 696
BM001244	Interleukin 12 receptor beta-2 (IL-12RB2)	Psoriasis vulgaris	ICD-11: EA90	.	ICD-9: 696
BM001798	Interleukin 18 receptor (IL-18RAP)	Coeliac disease	ICD-11: DA95	ICD-10: K90.0	ICD-9: 579
BM003422	Interleukin 2 receptor alpha (IL2RA)	HIV infection	ICD-11: 1C62	ICD-10: B17.1, B18.2	.
BM003246	Interleukin 2 receptor alpha (IL2RA)	Dengue	ICD-11: 1D20-1D2Z	ICD-10: A90, R50	.
BM003485	Interleukin 2 receptor alpha (IL2RA)	Malaria	ICD-11: 1F40-1F4Z	ICD-10: B50-B54	.
BM000423	Interleukin 2 receptor alpha (IL-2RA)	Acute graft versus host disease	ICD-11: 4B24.0	ICD-10: T86.0	ICD-9: 279.51
BM001816	Interleukin 2 receptor alpha (IL-2RA)	Acute graft versus host disease	ICD-11: 4B24.0	ICD-10: T86.0	ICD-9: 279.51
BM001817	Interleukin 2 receptor alpha (IL-2RA)	Acute graft versus host disease	ICD-11: 4B24.0	ICD-10: T86.0	ICD-9: 279.51
BM001818	Interleukin 2 receptor alpha (IL-2RA)	Acute graft versus host disease	ICD-11: 4B24.0	ICD-10: T86.0	ICD-9: 279.51
BM001819	Interleukin 2 receptor alpha (IL-2RA)	Acute graft versus host disease	ICD-11: 4B24.0	ICD-10: T86.0	ICD-9: 279.51
BM001820	Interleukin 2 receptor alpha (IL-2RA)	Acute graft versus host disease	ICD-11: 4B24.0	ICD-10: T86.0	ICD-9: 279.51
BM001821	Interleukin 2 receptor alpha (IL-2RA)	Acute graft versus host disease	ICD-11: 4B24.0	ICD-10: T86.0	ICD-9: 279.51
BM002761	Interleukin 2 receptor alpha (IL-2RA)	Acute graft versus host disease	ICD-11: 4B24.0	ICD-10: T86.0	ICD-9: 279.51
BM002763	Interleukin 2 receptor alpha (IL-2RA)	Acute graft versus host disease	ICD-11: 4B24.0	ICD-10: T86.0	ICD-9: 279.51
BM001822	Interleukin 2 receptor alpha (IL-2RA)	Acute graft versus host disease	ICD-11: 4B24.0	ICD-10: T86.0	ICD-9: 279.51
BM001823	Interleukin 2 receptor alpha (IL-2RA)	Acute graft versus host disease	ICD-11: 4B24.0	ICD-10: T86.0	ICD-9: 279.51
BM001824	Interleukin 2 receptor alpha (IL-2RA)	Acute graft versus host disease	ICD-11: 4B24.0	ICD-10: T86.0	.
BM000421	Interleukin 23 receptor (IL-23R)	Psoriasis vulgaris	ICD-11: EA90	.	ICD-9: 696
BM001991	Interleukin 23 receptor (IL-23R)	Psoriasis vulgaris	ICD-11: EA90	.	ICD-9: 696
BM003214	Interleukin 3 receptor alpha (IL3RA)	Dengue	ICD-11: 1D20-1D2Z	ICD-10: A90, R50	.
BM003379	Interleukin 7 receptor alpha (IL7R)	HIV infection	ICD-11: 1C62	ICD-10: B17.1, B18.2	.
BM003322	Interleukin 7 receptor alpha (IL7R)	Hepatitis C	ICD-11: 1E51	ICD-10: B18.2	.
BM001758	Interleukin-1 alpha (IL1A)	Inflammation	ICD-11: 1A00-CA43.1	.	.
BM003156	Interleukin-1 alpha (IL1A)	Aspergillosis	ICD-11: 1F20	ICD-10: B44	.
BM001833	Interleukin-1 alpha (IL1A)	Myalgic encephalomyelitis	ICD-11: 8E49	ICD-10: G93	ICD-9: 780.71
BM001756	Interleukin-1 alpha (IL1A)	Cardiovascular disease	ICD-11: BA00-BE2Z	ICD-10: I00-I99	.
BM000419	Interleukin-1 beta (IL1B)	Bronchopulmonary dysplasia	ICD-11: KB29.0	ICD-10: P27.1	ICD-9: 770.7
BM001801	Interleukin-1 beta (IL1B)	Bronchopulmonary dysplasia	ICD-11: KB29.0	ICD-10: P27.1	ICD-9: 770.7
BM003596	Interleukin-1 beta (IL1B)	Tuberculosis	ICD-11: 1B10-1B1Z	ICD-10: A15-A19, B90	.
BM003577	Interleukin-1 beta (IL1B)	Toxic shock syndrome	ICD-11: 1B52	ICD-10: A48.3	.
BM003247	Interleukin-1 beta (IL1B)	Dengue	ICD-11: 1D20-1D2Z	ICD-10: A90, R50	.
BM003609	Interleukin-1 beta (IL1B)	West nile virus infection	ICD-11: 1D46	ICD-10: A92.3	.
BM003164	Interleukin-1 beta (IL1B)	Chagas disease	ICD-11: IF53	.	.
BM001834	Interleukin-1 beta (IL1B)	Myalgic encephalomyelitis	ICD-11: 8E49	ICD-10: G93	ICD-9: 780.71
BM001799	Interleukin-1 beta (IL1B)	Dry eye disease	ICD-11: 9E1Z	.	ICD-9: 370.33
BM001755	Interleukin-1 beta (IL1B)	Deep vein thrombosis	ICD-11: BD71	ICD-10: I82.4	ICD-9: 453.4
BM000408	Interleukin-1 beta (IL1B)	Psoriasis vulgaris	ICD-11: EA90	.	ICD-9: 696
BM001467	Interleukin-1 beta (IL1B)	Osteoarthritis	ICD-11: FA00-FA05	.	ICD-9: 715
BM003617	Interleukin-10 (IL10)	Dengue	ICD-11: 1D20-1D2Z	ICD-10: A90, R50	.
BM000412	Interleukin-10 (IL10)	Bronchopulmonary dysplasia	ICD-11: KB29.0	ICD-10: P27.1	ICD-9: 770.7
BM000413	Interleukin-10 (IL10)	Bronchopulmonary dysplasia	ICD-11: KB29.0	ICD-10: P27.1	ICD-9: 770.7
BM001762	Interleukin-10 (IL10)	Bronchopulmonary dysplasia	ICD-11: KB29.0	ICD-10: P27.1	ICD-9: 770.7
BM003190	Interleukin-10 (IL10)	Condyloma	ICD-11: 1A95	.	.
BM003590	Interleukin-10 (IL10)	Tuberculosis	ICD-11: 1B10-1B1Z	ICD-10: A15-A19, B90	.
BM003570	Interleukin-10 (IL10)	Toxic shock syndrome	ICD-11: 1B52	ICD-10: A48.3	.
BM003370	Interleukin-10 (IL10)	HIV infection	ICD-11: 1C62	ICD-10: B17.1, B18.2	.
BM003444	Interleukin-10 (IL10)	Influenza	ICD-11: 1E30-1E32?	.	.
BM003495	Interleukin-10 (IL10)	Measles	ICD-11: 1F03	.	.
BM003468	Interleukin-10 (IL10)	Malaria	ICD-11: 1F40-1F4Z	ICD-10: B50-B54	.
BM003152	Interleukin-10 (IL10)	African trypanosomiasis	ICD-11: 1F51	ICD-10: B56, B56.9	ICD-9: 86.5
BM003173	Interleukin-10 (IL10)	Chagas disease	ICD-11: IF53	.	.
BM003463	Interleukin-10 (IL10)	Leishmaniasis	ICD-11: 1F54	ICD-10: B55, B55.9	.
BM003523	Interleukin-10 (IL10)	Sepsis	ICD-11: 1G40-1G41	.	.
BM001863	Interleukin-10 (IL10)	Non-small-cell lung cancer	ICD-11: 2C25.Y	.	ICD-9: 162
BM001876	Interleukin-10 (IL10)	Systemic sclerosis	ICD-11: 4A42	.	.
BM000415	Interleukin-10 (IL10)	Acute graft versus host disease	ICD-11: 4B24.0	ICD-10: T86.0	ICD-9: 279.51
