DiseaseID	gene_symbol	hgnc_id	gene_url	DiseaseName	disease_url	mode_of_inheritance	dosage_haploinsufficiency_assertion	dosage_triplosensitivity_assertion	dosage_report	dosage_group	gene_disease_validity_assertion_classifications	gene_disease_validity_assertion_reports	gene_disease_validity_gceps	actionability_assertion_classifications	actionability_assertion_reports	actionability_groups
MONDO:0013081	ITK	HGNC:6171	https://search.clinicalgenome.org/kb/genes/HGNC:6171	lymphoproliferative syndrome 1	https://search.clinicalgenome.org/kb/conditions/MONDO:0013081	Autosomal recessive inheritance	30 - Gene Associated with Autosomal Recessive Phenotype (08/22/2016)	0 - No Evidence for Haploinsufficiency (08/22/2016)	https://search.clinicalgenome.org/kb/gene-dosage/HGNC:6171	Dosage Working Group	definitive evidence (11/21/2019)	https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_63552229-5e8c-4a94-b428-ec9a56a0aa5f-2019-11-21T193148.945Z	Hereditary Cancer			
MONDO:0013083	ALK	HGNC:427	https://search.clinicalgenome.org/kb/genes/HGNC:427	neuroblastoma, susceptibility to, 3	https://search.clinicalgenome.org/kb/conditions/MONDO:0013083	Autosomal dominant inheritance	0 - No Evidence for Haploinsufficiency (12/20/2019)	0 - No Evidence for Haploinsufficiency (12/20/2019)	https://search.clinicalgenome.org/kb/gene-dosage/HGNC:427	Dosage Working Group	definitive evidence (11/21/2019)	https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_ba9f692d-9b6d-4d46-8bfa-009ec20ae538-2019-11-21T193244.183Z	Hereditary Cancer			
MONDO:0013091	PHKG2	HGNC:8931	https://search.clinicalgenome.org/kb/genes/HGNC:8931	glycogen storage disease IXc	https://search.clinicalgenome.org/kb/conditions/MONDO:0013091		30 - Gene Associated with Autosomal Recessive Phenotype (08/22/2016)		https://search.clinicalgenome.org/kb/gene-dosage/HGNC:8931	Dosage Working Group						
MONDO:0013110	FOLR1	HGNC:3791	https://search.clinicalgenome.org/kb/genes/HGNC:3791	neurodegenerative syndrome due to cerebral folate transport deficiency	https://search.clinicalgenome.org/kb/conditions/MONDO:0013110	Autosomal recessive inheritance	30 - Gene Associated with Autosomal Recessive Phenotype (06/25/2019)	0 - No Evidence for Haploinsufficiency (06/25/2019)	https://search.clinicalgenome.org/kb/gene-dosage/HGNC:3791	Dosage Working Group	definitive evidence (04/27/2018)	https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_22c12588-dc55-4e90-827a-d7a6349e38a9-2018-04-27T164924.579Z	Intellectual Disability and Autism	Has Insufficient Evidence for Actionability Based on Early Rule-out (06/07/2021) | Has Insufficient Evidence for Actionability Based on Early Rule-out (06/07/2021)	https://search.clinicalgenome.org/kb/gene-validity/https://actionability.clinicalgenome.org/ac/Adult/ui/stg2SummaryRpt?doc=AC1025 | https://search.clinicalgenome.org/kb/gene-validity/https://actionability.clinicalgenome.org/ac/Pediatric/ui/stg2SummaryRpt?doc=AC1025	Adult Actionability Working Group | Pediatric Actionability Working Group
MONDO:0013111	TRMU	HGNC:25481	https://search.clinicalgenome.org/kb/genes/HGNC:25481	acute infantile liver failure due to synthesis defect of mtDNA-encoded proteins	https://search.clinicalgenome.org/kb/conditions/MONDO:0013111		30 - Gene Associated with Autosomal Recessive Phenotype (08/22/2016)	0 - No Evidence for Haploinsufficiency (08/22/2016)	https://search.clinicalgenome.org/kb/gene-dosage/HGNC:25481	Dosage Working Group						
MONDO:0013115	RIN2	HGNC:18750	https://search.clinicalgenome.org/kb/genes/HGNC:18750	RIN2 syndrome	https://search.clinicalgenome.org/kb/conditions/MONDO:0013115		30 - Gene Associated with Autosomal Recessive Phenotype (08/22/2016)		https://search.clinicalgenome.org/kb/gene-dosage/HGNC:18750	Dosage Working Group						
MONDO:0013116	GFER	HGNC:4236	https://search.clinicalgenome.org/kb/genes/HGNC:4236	congenital cataract-progressive muscular hypotonia-hearing loss-developmental delay syndrome	https://search.clinicalgenome.org/kb/conditions/MONDO:0013116		30 - Gene Associated with Autosomal Recessive Phenotype (08/22/2016)	0 - No Evidence for Haploinsufficiency (08/22/2016)	https://search.clinicalgenome.org/kb/gene-dosage/HGNC:4236	Dosage Working Group						
MONDO:0013119	LOXHD1	HGNC:26521	https://search.clinicalgenome.org/kb/genes/HGNC:26521	autosomal recessive nonsyndromic hearing loss 77	https://search.clinicalgenome.org/kb/conditions/MONDO:0013119		30 - Gene Associated with Autosomal Recessive Phenotype (08/22/2016)	0 - No Evidence for Haploinsufficiency (08/22/2016)	https://search.clinicalgenome.org/kb/gene-dosage/HGNC:26521	Dosage Working Group						
MONDO:0013127	DYNC2H1	HGNC:2962	https://search.clinicalgenome.org/kb/genes/HGNC:2962	asphyxiating thoracic dystrophy 3	https://search.clinicalgenome.org/kb/conditions/MONDO:0013127		30 - Gene Associated with Autosomal Recessive Phenotype (08/22/2016)		https://search.clinicalgenome.org/kb/gene-dosage/HGNC:2962	Dosage Working Group						
MONDO:0013128	REN	HGNC:9958	https://search.clinicalgenome.org/kb/genes/HGNC:9958	familial juvenile hyperuricemic nephropathy type 2	https://search.clinicalgenome.org/kb/conditions/MONDO:0013128	Autosomal dominant inheritance					definitive evidence (10/28/2020)	https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_cae92b57-f5b9-4000-9a42-72161f2d7dd3-2020-10-28T160000.000Z	Kidney Cystic and Ciliopathy Disorders			
MONDO:0013129	PDE6C	HGNC:8787	https://search.clinicalgenome.org/kb/genes/HGNC:8787	cone dystrophy 4	https://search.clinicalgenome.org/kb/conditions/MONDO:0013129		30 - Gene Associated with Autosomal Recessive Phenotype (08/22/2016)	0 - No Evidence for Haploinsufficiency (08/22/2016)	https://search.clinicalgenome.org/kb/gene-dosage/HGNC:8787	Dosage Working Group						
MONDO:0013131	PKD2	HGNC:9009	https://search.clinicalgenome.org/kb/genes/HGNC:9009	polycystic kidney disease 2	https://search.clinicalgenome.org/kb/conditions/MONDO:0013131		3 - Sufficient Evidence for Haploinsufficiency (07/06/2012)	0 - No Evidence for Haploinsufficiency (07/06/2012)	https://search.clinicalgenome.org/kb/gene-dosage/HGNC:9009	Dosage Working Group				Moderate Actionability (11/05/2018)	https://search.clinicalgenome.org/kb/gene-validity/https://actionability.clinicalgenome.org/ac/Adult/ui/stg2SummaryRpt?doc=AC037	Adult Actionability Working Group
MONDO:0013136	DSC3	HGNC:3037	https://search.clinicalgenome.org/kb/genes/HGNC:3037	hereditary hypotrichosis with recurrent skin vesicles	https://search.clinicalgenome.org/kb/conditions/MONDO:0013136		30 - Gene Associated with Autosomal Recessive Phenotype (08/22/2016)		https://search.clinicalgenome.org/kb/gene-dosage/HGNC:3037	Dosage Working Group						
MONDO:0013141	TUBB1	HGNC:16257	https://search.clinicalgenome.org/kb/genes/HGNC:16257	autosomal dominant macrothrombocytopenia TUBB1-related	https://search.clinicalgenome.org/kb/conditions/MONDO:0013141	Autosomal dominant inheritance					definitive evidence (10/23/2019)	https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_dbf068c4-8e07-4861-8eee-8e7d9572b122-2019-10-23T160000.000Z	Hemostasis Thrombosis			
MONDO:0013142	RETREG1	HGNC:25964	https://search.clinicalgenome.org/kb/genes/HGNC:25964	neuropathy, hereditary sensory and autonomic, type 2B	https://search.clinicalgenome.org/kb/conditions/MONDO:0013142		30 - Gene Associated with Autosomal Recessive Phenotype (08/22/2016)	0 - No Evidence for Haploinsufficiency (08/22/2016)	https://search.clinicalgenome.org/kb/gene-dosage/HGNC:25964	Dosage Working Group						
MONDO:0013143	HRG	HGNC:5181	https://search.clinicalgenome.org/kb/genes/HGNC:5181	hereditary thrombophilia due to congenital histidine-rich (poly-L) glycoprotein deficiency	https://search.clinicalgenome.org/kb/conditions/MONDO:0013143	Autosomal dominant inheritance					moderate evidence (12/15/2021)	https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_a2604a64-e36e-4512-83a7-e8202ccdb593-2021-12-15T173040.572Z	Hemostasis Thrombosis			
MONDO:0013144	SERPINC1	HGNC:775	https://search.clinicalgenome.org/kb/genes/HGNC:775	hereditary antithrombin deficiency	https://search.clinicalgenome.org/kb/conditions/MONDO:0013144	Semidominant inheritance					definitive evidence (02/26/2020)	https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_dd6376b1-1593-461f-bfc8-cec5cfb1c3f8-2020-02-26T170000.000Z	Hemostasis Thrombosis			
MONDO:0013153	IL10RA	HGNC:5964	https://search.clinicalgenome.org/kb/genes/HGNC:5964	inflammatory bowel disease 28	https://search.clinicalgenome.org/kb/conditions/MONDO:0013153		30 - Gene Associated with Autosomal Recessive Phenotype (08/22/2016)	0 - No Evidence for Haploinsufficiency (08/22/2016)	https://search.clinicalgenome.org/kb/gene-dosage/HGNC:5964	Dosage Working Group						
MONDO:0013163	XPNPEP3	HGNC:28052	https://search.clinicalgenome.org/kb/genes/HGNC:28052	nephronophthisis-like nephropathy 1	https://search.clinicalgenome.org/kb/conditions/MONDO:0013163	Autosomal recessive inheritance	30 - Gene Associated with Autosomal Recessive Phenotype (08/22/2016)	0 - No Evidence for Haploinsufficiency (08/22/2016)	https://search.clinicalgenome.org/kb/gene-dosage/HGNC:28052	Dosage Working Group	moderate evidence (06/23/2021)	https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_c1fd65c6-6010-4ee7-bb1c-e347c539127c-2021-06-23T150426.493Z	Kidney Cystic and Ciliopathy Disorders			
MONDO:0013164	UPB1	HGNC:16297	https://search.clinicalgenome.org/kb/genes/HGNC:16297	beta-ureidopropionase deficiency	https://search.clinicalgenome.org/kb/conditions/MONDO:0013164		30 - Gene Associated with Autosomal Recessive Phenotype (08/22/2016)		https://search.clinicalgenome.org/kb/gene-dosage/HGNC:16297	Dosage Working Group						
MONDO:0013166	ABAT	HGNC:23	https://search.clinicalgenome.org/kb/genes/HGNC:23	GABA aminotransferase deficiency	https://search.clinicalgenome.org/kb/conditions/MONDO:0013166		30 - Gene Associated with Autosomal Recessive Phenotype (08/22/2016)		https://search.clinicalgenome.org/kb/gene-dosage/HGNC:23	Dosage Working Group						
MONDO:0013171	PNP	HGNC:7892	https://search.clinicalgenome.org/kb/genes/HGNC:7892	purine nucleoside phosphorylase deficiency	https://search.clinicalgenome.org/kb/conditions/MONDO:0013171		30 - Gene Associated with Autosomal Recessive Phenotype (08/22/2016)	0 - No Evidence for Haploinsufficiency (08/22/2016)	https://search.clinicalgenome.org/kb/gene-dosage/HGNC:7892	Dosage Working Group						
MONDO:0013173	TRAPPC9	HGNC:30832	https://search.clinicalgenome.org/kb/genes/HGNC:30832	intellectual disability, autosomal recessive 13	https://search.clinicalgenome.org/kb/conditions/MONDO:0013173		30 - Gene Associated with Autosomal Recessive Phenotype (08/06/2015)	0 - No Evidence for Haploinsufficiency (08/06/2015)	https://search.clinicalgenome.org/kb/gene-dosage/HGNC:30832	Dosage Working Group						
MONDO:0013174	DNAAF1	HGNC:30539	https://search.clinicalgenome.org/kb/genes/HGNC:30539	primary ciliary dyskinesia 13	https://search.clinicalgenome.org/kb/conditions/MONDO:0013174		30 - Gene Associated with Autosomal Recessive Phenotype (08/22/2016)	0 - No Evidence for Haploinsufficiency (08/22/2016)	https://search.clinicalgenome.org/kb/gene-dosage/HGNC:30539	Dosage Working Group						
MONDO:0013176	ADAMTS17	HGNC:17109	https://search.clinicalgenome.org/kb/genes/HGNC:17109	Weill-Marchesani 4 syndrome, recessive	https://search.clinicalgenome.org/kb/conditions/MONDO:0013176		30 - Gene Associated with Autosomal Recessive Phenotype (08/22/2016)	0 - No Evidence for Haploinsufficiency (08/22/2016)	https://search.clinicalgenome.org/kb/gene-dosage/HGNC:17109	Dosage Working Group						
MONDO:0013181	WDR72	HGNC:26790	https://search.clinicalgenome.org/kb/genes/HGNC:26790	amelogenesis imperfecta hypomaturation type 2A3	https://search.clinicalgenome.org/kb/conditions/MONDO:0013181		30 - Gene Associated with Autosomal Recessive Phenotype (08/22/2016)	0 - No Evidence for Haploinsufficiency (08/22/2016)	https://search.clinicalgenome.org/kb/gene-dosage/HGNC:26790	Dosage Working Group						
MONDO:0013183	TRPM1	HGNC:7146	https://search.clinicalgenome.org/kb/genes/HGNC:7146	congenital stationary night blindness 1C	https://search.clinicalgenome.org/kb/conditions/MONDO:0013183		30 - Gene Associated with Autosomal Recessive Phenotype (08/22/2016)		https://search.clinicalgenome.org/kb/gene-dosage/HGNC:7146	Dosage Working Group						
MONDO:0013184	EPCAM	HGNC:11529	https://search.clinicalgenome.org/kb/genes/HGNC:11529	congenital diarrhea 5 with tufting enteropathy	https://search.clinicalgenome.org/kb/conditions/MONDO:0013184		30 - Gene Associated with Autosomal Recessive Phenotype (10/08/2019)	0 - No Evidence for Haploinsufficiency (10/08/2019)	https://search.clinicalgenome.org/kb/gene-dosage/HGNC:11529	Dosage Working Group						
MONDO:0013186	NRAS	HGNC:7989	https://search.clinicalgenome.org/kb/genes/HGNC:7989	Noonan syndrome 6	https://search.clinicalgenome.org/kb/conditions/MONDO:0013186									Assertion Pending (07/01/2019) | Assertion Pending (07/01/2019)	https://search.clinicalgenome.org/kb/gene-validity/https://actionability.clinicalgenome.org/ac/Adult/ui/stg2SummaryRpt?doc=AC1003 | https://search.clinicalgenome.org/kb/gene-validity/https://actionability.clinicalgenome.org/ac/Pediatric/ui/stg2SummaryRpt?doc=AC1003	Adult Actionability Working Group | Pediatric Actionability Working Group
MONDO:0013187	F13A1	HGNC:3531	https://search.clinicalgenome.org/kb/genes/HGNC:3531	factor XIII, A subunit, deficiency of	https://search.clinicalgenome.org/kb/conditions/MONDO:0013187	Autosomal recessive inheritance	30 - Gene Associated with Autosomal Recessive Phenotype (08/22/2016)	0 - No Evidence for Haploinsufficiency (08/22/2016)	https://search.clinicalgenome.org/kb/gene-dosage/HGNC:3531	Dosage Working Group	definitive evidence (07/22/2020)	https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_dd9321a7-f45d-419e-94ce-101ab545a847-2020-07-22T160000.000Z	Hemostasis Thrombosis			
MONDO:0013188	CA8	HGNC:1382	https://search.clinicalgenome.org/kb/genes/HGNC:1382	cerebellar ataxia, intellectual disability, and dysequilibrium syndrome 3	https://search.clinicalgenome.org/kb/conditions/MONDO:0013188		30 - Gene Associated with Autosomal Recessive Phenotype (08/22/2016)	0 - No Evidence for Haploinsufficiency (08/22/2016)	https://search.clinicalgenome.org/kb/gene-dosage/HGNC:1382	Dosage Working Group						
MONDO:0013190	F13B	HGNC:3534	https://search.clinicalgenome.org/kb/genes/HGNC:3534	factor XIII, b subunit, deficiency of	https://search.clinicalgenome.org/kb/conditions/MONDO:0013190	Autosomal recessive inheritance	30 - Gene Associated with Autosomal Recessive Phenotype (08/22/2016)	0 - No Evidence for Haploinsufficiency (08/22/2016)	https://search.clinicalgenome.org/kb/gene-dosage/HGNC:3534	Dosage Working Group	definitive evidence (07/22/2020)	https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_403b3588-323c-4103-9207-cc9c8be12281-2020-07-22T160000.000Z	Hemostasis Thrombosis			
MONDO:0013196	EPCAM	HGNC:11529	https://search.clinicalgenome.org/kb/genes/HGNC:11529	colorectal cancer, hereditary nonpolyposis, type 8	https://search.clinicalgenome.org/kb/conditions/MONDO:0013196	Autosomal dominant inheritance	30 - Gene Associated with Autosomal Recessive Phenotype (10/08/2019)	0 - No Evidence for Haploinsufficiency (10/08/2019)	https://search.clinicalgenome.org/kb/gene-dosage/HGNC:11529	Dosage Working Group	definitive evidence (09/11/2017)	https://search.clinicalgenome.org/kb/gene-validity/CGGCIEX:assertion_9852	Colon Cancer	Has Insufficient Evidence for Actionability Based on Early Rule-out (09/15/2021) | Definitive Actionability (02/11/2015)	https://search.clinicalgenome.org/kb/gene-validity/https://actionability.clinicalgenome.org/ac/Pediatric/ui/stg2SummaryRpt?doc=AC069 | https://search.clinicalgenome.org/kb/gene-validity/https://actionability.clinicalgenome.org/ac/Adult/ui/stg2SummaryRpt?doc=AC069	Pediatric Actionability Working Group | Adult Actionability Working Group
MONDO:0013199	TSC2	HGNC:12363	https://search.clinicalgenome.org/kb/genes/HGNC:12363	tuberous sclerosis 2	https://search.clinicalgenome.org/kb/conditions/MONDO:0013199		3 - Sufficient Evidence for Haploinsufficiency (06/10/2020)	0 - No Evidence for Haploinsufficiency (06/10/2020)	https://search.clinicalgenome.org/kb/gene-dosage/HGNC:12363	Dosage Working Group				Assertion Pending (07/21/2015)	https://search.clinicalgenome.org/kb/gene-validity/https://actionability.clinicalgenome.org/ac/Adult/ui/stg2SummaryRpt?doc=AC026	Adult Actionability Working Group
MONDO:0013201	EDN3	HGNC:3178	https://search.clinicalgenome.org/kb/genes/HGNC:3178	Waardenburg syndrome type 4B	https://search.clinicalgenome.org/kb/conditions/MONDO:0013201	Autosomal recessive inheritance | Autosomal dominant inheritance					moderate evidence (05/08/2018) | limited evidence (05/30/2018)	https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_7f88c34c-a093-4fc8-b84a-49c7d2dd327f-2018-05-08T160000.000Z | https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_04e39ada-cd77-43f0-98f3-7b4a37668a96-2018-05-30T142540.938Z	Hearing Loss | Hearing Loss			
MONDO:0013202	SOX10	HGNC:11190	https://search.clinicalgenome.org/kb/genes/HGNC:11190	Waardenburg syndrome type 4C	https://search.clinicalgenome.org/kb/conditions/MONDO:0013202	Autosomal dominant inheritance	3 - Sufficient Evidence for Haploinsufficiency (07/18/2013)	0 - No Evidence for Haploinsufficiency (07/18/2013)	https://search.clinicalgenome.org/kb/gene-dosage/HGNC:11190	Dosage Working Group	definitive evidence (06/19/2018)	https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_00a5b707-a265-4af0-a7e1-f15734ea42b9-2018-06-19T160000.000Z	Hearing Loss			
MONDO:0013208	SLC30A10	HGNC:25355	https://search.clinicalgenome.org/kb/genes/HGNC:25355	cirrhosis - dystonia - polycythemia - hypermanganesemia syndrome	https://search.clinicalgenome.org/kb/conditions/MONDO:0013208		30 - Gene Associated with Autosomal Recessive Phenotype (08/22/2016)	0 - No Evidence for Haploinsufficiency (08/22/2016)	https://search.clinicalgenome.org/kb/gene-dosage/HGNC:25355	Dosage Working Group						
MONDO:0013210	GRXCR1	HGNC:31673	https://search.clinicalgenome.org/kb/genes/HGNC:31673	autosomal recessive nonsyndromic hearing loss 25	https://search.clinicalgenome.org/kb/conditions/MONDO:0013210		30 - Gene Associated with Autosomal Recessive Phenotype (03/06/2018)	0 - No Evidence for Haploinsufficiency (03/06/2018)	https://search.clinicalgenome.org/kb/gene-dosage/HGNC:31673	Dosage Working Group				Strong Actionability (10/29/2020)	https://search.clinicalgenome.org/kb/gene-validity/https://actionability.clinicalgenome.org/ac/Pediatric/ui/stg2SummaryRpt?doc=AC1018	Pediatric Actionability Working Group
