"gene_symbol","hgnc_id","gene_url","disease_label","mondo_id","disease_url","mode_of_inheritance","dosage_haploinsufficiency_assertion","dosage_triplosensitivity_assertion","dosage_report","dosage_group","gene_disease_validity_assertion_classifications","gene_disease_validity_assertion_reports","gene_disease_validity_gceps","actionability_assertion_classifications","actionability_assertion_reports","actionability_groups"
"LMNA","HGNC:6636","https://search.clinicalgenome.org/kb/genes/HGNC:6636","Emery-Dreifuss muscular dystrophy","MONDO:0016830","https://search.clinicalgenome.org/kb/conditions/MONDO:0016830","N/A","2 - Emerging Evidence for Haploinsufficiency (01/18/2016)","0 - No Evidence for Haploinsufficiency (01/18/2016)","https://search.clinicalgenome.org/kb/gene-dosage/HGNC:6636","Dosage Working Group","","","","Assertion Pending (07/13/2017)","https://search.clinicalgenome.org/kb/gene-validity/https://actionability.clinicalgenome.org/ac/Adult/ui/stg2SummaryRpt?doc=AC143","Adult Actionability Working Group"
"LMNA","HGNC:6636","https://search.clinicalgenome.org/kb/genes/HGNC:6636","autosomal dominant Emery-Dreifuss muscular dystrophy","MONDO:0020336","https://search.clinicalgenome.org/kb/conditions/MONDO:0020336","N/A","2 - Emerging Evidence for Haploinsufficiency (01/18/2016)","0 - No Evidence for Haploinsufficiency (01/18/2016)","https://search.clinicalgenome.org/kb/gene-dosage/HGNC:6636","Dosage Working Group","","","","Assertion Pending (07/13/2017)","https://search.clinicalgenome.org/kb/gene-validity/https://actionability.clinicalgenome.org/ac/Adult/ui/stg2SummaryRpt?doc=AC143","Adult Actionability Working Group"
"LMNA","HGNC:6636","https://search.clinicalgenome.org/kb/genes/HGNC:6636","Emery-Dreifuss muscular dystrophy 2, autosomal dominant","MONDO:0021569","https://search.clinicalgenome.org/kb/conditions/MONDO:0021569","N/A","2 - Emerging Evidence for Haploinsufficiency (01/18/2016)","0 - No Evidence for Haploinsufficiency (01/18/2016)","https://search.clinicalgenome.org/kb/gene-dosage/HGNC:6636","Dosage Working Group","","","","Assertion Pending (07/13/2017)","https://search.clinicalgenome.org/kb/gene-validity/https://actionability.clinicalgenome.org/ac/Adult/ui/stg2SummaryRpt?doc=AC143","Adult Actionability Working Group"
"LMNB1","HGNC:6637","https://search.clinicalgenome.org/kb/genes/HGNC:6637","adult-onset autosomal dominant demyelinating leukodystrophy","MONDO:0008215","https://search.clinicalgenome.org/kb/conditions/MONDO:0008215","N/A","0 - No Evidence for Haploinsufficiency (07/06/2012)","3 - Sufficient Evidence for Haploinsufficiency (07/06/2012)","https://search.clinicalgenome.org/kb/gene-dosage/HGNC:6637","Dosage Working Group","","","","","",""
"LMOD3","HGNC:6649","https://search.clinicalgenome.org/kb/genes/HGNC:6649","nemaline myopathy 10","MONDO:0014513","https://search.clinicalgenome.org/kb/conditions/MONDO:0014513","Autosomal recessive inheritance","","","","","definitive evidence (09/09/2019)","https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_af248a78-5ef6-4c0b-b174-f43cc4688ec9-2019-09-09T160000.000Z","Congenital Myopathies","","",""
"LMX1B","HGNC:6654","https://search.clinicalgenome.org/kb/genes/HGNC:6654","nail-patella syndrome","MONDO:0008061","https://search.clinicalgenome.org/kb/conditions/MONDO:0008061","Autosomal dominant inheritance","3 - Sufficient Evidence for Haploinsufficiency (11/10/2020)","0 - No Evidence for Haploinsufficiency (11/10/2020)","https://search.clinicalgenome.org/kb/gene-dosage/HGNC:6654","Dosage Working Group","definitive evidence (07/27/2021)","https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_c89e1a52-3ef8-4a61-bf56-1e43cf88fc6e-2021-07-27T144211.405Z","Syndromic Disorders","","",""
"LONP1","HGNC:9479","https://search.clinicalgenome.org/kb/genes/HGNC:9479","Leigh syndrome","MONDO:0009723","https://search.clinicalgenome.org/kb/conditions/MONDO:0009723","Autosomal recessive inheritance","","","","","limited evidence (04/09/2021)","https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_3da0a308-3a7e-4101-b40b-1f23db106aea-2021-04-09T140215.539Z","Mitochondrial Diseases","","",""
"LOX","HGNC:6664","https://search.clinicalgenome.org/kb/genes/HGNC:6664","familial thoracic aortic aneurysm and aortic dissection","MONDO:0019625","https://search.clinicalgenome.org/kb/conditions/MONDO:0019625","Autosomal dominant inheritance","","","","","strong evidence (07/25/2016)","https://search.clinicalgenome.org/kb/gene-validity/CGGCIEX:assertion_8258","Heritable Thoracic Aortic Aneurysm and Dissection","Strong Actionability (03/01/2019) | Strong Actionability (03/01/2019)","https://search.clinicalgenome.org/kb/gene-validity/https://actionability.clinicalgenome.org/ac/Adult/ui/stg2SummaryRpt?doc=AC134 | https://search.clinicalgenome.org/kb/gene-validity/https://actionability.clinicalgenome.org/ac/Pediatric/ui/stg2SummaryRpt?doc=AC134","Adult Actionability Working Group | Pediatric Actionability Working Group"
"LOXHD1","HGNC:26521","https://search.clinicalgenome.org/kb/genes/HGNC:26521","nonsyndromic genetic hearing loss","MONDO:0019497","https://search.clinicalgenome.org/kb/conditions/MONDO:0019497","Autosomal recessive inheritance","30 - Gene Associated with Autosomal Recessive Phenotype (08/22/2016)","0 - No Evidence for Haploinsufficiency (08/22/2016)","https://search.clinicalgenome.org/kb/gene-dosage/HGNC:26521","Dosage Working Group","definitive evidence (05/08/2018)","https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_a35c0909-7546-465c-a069-47e901fce483-2018-05-08T040000.000Z","Hearing Loss","","",""
"LOXHD1","HGNC:26521","https://search.clinicalgenome.org/kb/genes/HGNC:26521","autosomal recessive nonsyndromic hearing loss 77","MONDO:0013119","https://search.clinicalgenome.org/kb/conditions/MONDO:0013119","N/A","30 - Gene Associated with Autosomal Recessive Phenotype (08/22/2016)","0 - No Evidence for Haploinsufficiency (08/22/2016)","https://search.clinicalgenome.org/kb/gene-dosage/HGNC:26521","Dosage Working Group","","","","","",""
"LPAR6","HGNC:15520","https://search.clinicalgenome.org/kb/genes/HGNC:15520","hypotrichosis 8","MONDO:0010206","https://search.clinicalgenome.org/kb/conditions/MONDO:0010206","N/A","30 - Gene Associated with Autosomal Recessive Phenotype (08/22/2016)","","https://search.clinicalgenome.org/kb/gene-dosage/HGNC:15520","Dosage Working Group","","","","","",""
"LPIN1","HGNC:13345","https://search.clinicalgenome.org/kb/genes/HGNC:13345","myoglobinuria, acute recurrent, autosomal recessive","MONDO:0009992","https://search.clinicalgenome.org/kb/conditions/MONDO:0009992","Autosomal recessive inheritance","","","","","definitive evidence (09/25/2018)","https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_642c8d4a-d498-4739-957d-a4e0d457362a-2018-09-25T160000.000Z","Fatty Acid Oxidation Disorders","","",""
"LPIN2","HGNC:14450","https://search.clinicalgenome.org/kb/genes/HGNC:14450","Majeed syndrome","MONDO:0012316","https://search.clinicalgenome.org/kb/conditions/MONDO:0012316","N/A","30 - Gene Associated with Autosomal Recessive Phenotype (08/22/2016)","0 - No Evidence for Haploinsufficiency (08/22/2016)","https://search.clinicalgenome.org/kb/gene-dosage/HGNC:14450","Dosage Working Group","","","","","",""
"LRAT","HGNC:6685","https://search.clinicalgenome.org/kb/genes/HGNC:6685","Leber congenital amaurosis 14","MONDO:0013231","https://search.clinicalgenome.org/kb/conditions/MONDO:0013231","N/A","30 - Gene Associated with Autosomal Recessive Phenotype (08/22/2016)","","https://search.clinicalgenome.org/kb/gene-dosage/HGNC:6685","Dosage Working Group","","","","","",""
"LRBA","HGNC:1742","https://search.clinicalgenome.org/kb/genes/HGNC:1742","combined immunodeficiency due to LRBA deficiency","MONDO:0013863","https://search.clinicalgenome.org/kb/conditions/MONDO:0013863","Autosomal recessive inheritance","30 - Gene Associated with Autosomal Recessive Phenotype (08/22/2016)","","https://search.clinicalgenome.org/kb/gene-dosage/HGNC:1742","Dosage Working Group","definitive evidence (05/18/2022)","https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_b12eaaeb-cc9d-48b8-b9cd-c0b243f48287-2022-05-18T121409.964Z","Antibody Deficiencies GCEP","","",""
"LRP2","HGNC:6694","https://search.clinicalgenome.org/kb/genes/HGNC:6694","Donnai-Barrow syndrome","MONDO:0009104","https://search.clinicalgenome.org/kb/conditions/MONDO:0009104","N/A","30 - Gene Associated with Autosomal Recessive Phenotype (04/24/2019)","0 - No Evidence for Haploinsufficiency (04/24/2019)","https://search.clinicalgenome.org/kb/gene-dosage/HGNC:6694","Dosage Working Group","","","","","",""
"LRP5","HGNC:6697","https://search.clinicalgenome.org/kb/genes/HGNC:6697","polycystic liver disease 4 with or without kidney cysts","MONDO:0044327","https://search.clinicalgenome.org/kb/conditions/MONDO:0044327","Autosomal dominant inheritance","2 - Emerging Evidence for Haploinsufficiency (12/20/2021)","0 - No Evidence for Haploinsufficiency (12/20/2021)","https://search.clinicalgenome.org/kb/gene-dosage/HGNC:6697","Dosage Working Group","limited evidence (08/12/2020)","https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_dd2a14d4-0c98-4b0d-bee8-a0c5f3550009-2020-08-12T160000.000Z","Kidney Cystic and Ciliopathy Disorders","","",""
"LRP5","HGNC:6697","https://search.clinicalgenome.org/kb/genes/HGNC:6697","exudative vitreoretinopathy 4","MONDO:0011151","https://search.clinicalgenome.org/kb/conditions/MONDO:0011151","N/A","2 - Emerging Evidence for Haploinsufficiency (12/20/2021)","0 - No Evidence for Haploinsufficiency (12/20/2021)","https://search.clinicalgenome.org/kb/gene-dosage/HGNC:6697","Dosage Working Group","","","","","",""
"LRPAP1","HGNC:6701","https://search.clinicalgenome.org/kb/genes/HGNC:6701","myopia 23, autosomal recessive","MONDO:0014183","https://search.clinicalgenome.org/kb/conditions/MONDO:0014183","N/A","30 - Gene Associated with Autosomal Recessive Phenotype (08/22/2016)","","https://search.clinicalgenome.org/kb/gene-dosage/HGNC:6701","Dosage Working Group","","","","","",""
"LRPPRC","HGNC:15714","https://search.clinicalgenome.org/kb/genes/HGNC:15714","Leigh syndrome","MONDO:0009723","https://search.clinicalgenome.org/kb/conditions/MONDO:0009723","Autosomal recessive inheritance","30 - Gene Associated with Autosomal Recessive Phenotype (03/20/2017)","0 - No Evidence for Haploinsufficiency (03/20/2017)","https://search.clinicalgenome.org/kb/gene-dosage/HGNC:15714","Dosage Working Group","definitive evidence (12/19/2019)","https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_79691365-1911-423c-ab14-73a1f509ed22-2019-12-19T190157.942Z","Mitochondrial Diseases","","",""
"LRPPRC","HGNC:15714","https://search.clinicalgenome.org/kb/genes/HGNC:15714","congenital lactic acidosis, Saguenay-Lac-Saint-Jean type","MONDO:0009069","https://search.clinicalgenome.org/kb/conditions/MONDO:0009069","N/A","30 - Gene Associated with Autosomal Recessive Phenotype (03/20/2017)","0 - No Evidence for Haploinsufficiency (03/20/2017)","https://search.clinicalgenome.org/kb/gene-dosage/HGNC:15714","Dosage Working Group","","","","","",""
"LRRC10","HGNC:20264","https://search.clinicalgenome.org/kb/genes/HGNC:20264","dilated cardiomyopathy","MONDO:0005021","https://search.clinicalgenome.org/kb/conditions/MONDO:0005021","Autosomal recessive inheritance","","","","","no known disease relationship (09/04/2020)","https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_7403d325-ff12-4c92-a308-b2054e9861c5-2020-09-04T160000.000Z","Dilated Cardiomyopathy","","",""
"LRRK2","HGNC:18618","https://search.clinicalgenome.org/kb/genes/HGNC:18618","Parkinson disease","MONDO:0005180","https://search.clinicalgenome.org/kb/conditions/MONDO:0005180","Autosomal dominant inheritance","","","","","definitive evidence (05/03/2021)","https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_2728e13a-b95a-4c55-8cba-082260094ecd-2021-05-03T160000.000Z","Parkinson's disease","Has Insufficient Evidence for Actionability Based on Early Rule-out (06/21/2021) | Has Insufficient Evidence for Actionability Based on Early Rule-out (06/21/2021)","https://search.clinicalgenome.org/kb/gene-validity/https://actionability.clinicalgenome.org/ac/Adult/ui/stg2SummaryRpt?doc=AC1027 | https://search.clinicalgenome.org/kb/gene-validity/https://actionability.clinicalgenome.org/ac/Pediatric/ui/stg2SummaryRpt?doc=AC1027","Adult Actionability Working Group | Pediatric Actionability Working Group"
"LRRK2","HGNC:18618","https://search.clinicalgenome.org/kb/genes/HGNC:18618","autosomal dominant Parkinson disease 8","MONDO:0011764","https://search.clinicalgenome.org/kb/conditions/MONDO:0011764","N/A","","","","","","","","Has Insufficient Evidence for Actionability Based on Early Rule-out (06/21/2021) | Has Insufficient Evidence for Actionability Based on Early Rule-out (06/21/2021)","https://search.clinicalgenome.org/kb/gene-validity/https://actionability.clinicalgenome.org/ac/Adult/ui/stg2SummaryRpt?doc=AC1027 | https://search.clinicalgenome.org/kb/gene-validity/https://actionability.clinicalgenome.org/ac/Pediatric/ui/stg2SummaryRpt?doc=AC1027","Adult Actionability Working Group | Pediatric Actionability Working Group"
"LRRK2","HGNC:18618","https://search.clinicalgenome.org/kb/genes/HGNC:18618","late-onset Parkinson disease","MONDO:0008199","https://search.clinicalgenome.org/kb/conditions/MONDO:0008199","N/A","","","","","","","","Has Insufficient Evidence for Actionability Based on Early Rule-out (06/21/2021) | Has Insufficient Evidence for Actionability Based on Early Rule-out (06/21/2021)","https://search.clinicalgenome.org/kb/gene-validity/https://actionability.clinicalgenome.org/ac/Adult/ui/stg2SummaryRpt?doc=AC1027 | https://search.clinicalgenome.org/kb/gene-validity/https://actionability.clinicalgenome.org/ac/Pediatric/ui/stg2SummaryRpt?doc=AC1027","Adult Actionability Working Group | Pediatric Actionability Working Group"
"LRRK2","HGNC:18618","https://search.clinicalgenome.org/kb/genes/HGNC:18618","obsolete hereditary late onset Parkinson disease","MONDO:0018466","https://search.clinicalgenome.org/kb/conditions/MONDO:0018466","N/A","","","","","","","","Has Insufficient Evidence for Actionability Based on Early Rule-out (06/21/2021) | Has Insufficient Evidence for Actionability Based on Early Rule-out (06/21/2021)","https://search.clinicalgenome.org/kb/gene-validity/https://actionability.clinicalgenome.org/ac/Adult/ui/stg2SummaryRpt?doc=AC1027 | https://search.clinicalgenome.org/kb/gene-validity/https://actionability.clinicalgenome.org/ac/Pediatric/ui/stg2SummaryRpt?doc=AC1027","Adult Actionability Working Group | Pediatric Actionability Working Group"
"LRTOMT","HGNC:25033","https://search.clinicalgenome.org/kb/genes/HGNC:25033","autosomal recessive nonsyndromic hearing loss 63","MONDO:0012670","https://search.clinicalgenome.org/kb/conditions/MONDO:0012670","Autosomal recessive inheritance","","","","","definitive evidence (02/15/2017)","https://search.clinicalgenome.org/kb/gene-validity/CGGCIEX:assertion_5662","Hearing Loss","Strong Actionability (10/29/2020)","https://search.clinicalgenome.org/kb/gene-validity/https://actionability.clinicalgenome.org/ac/Pediatric/ui/stg2SummaryRpt?doc=AC1018","Pediatric Actionability Working Group"
"LRTOMT","HGNC:25033","https://search.clinicalgenome.org/kb/genes/HGNC:25033","hearing loss, autosomal recessive","MONDO:0019588","https://search.clinicalgenome.org/kb/conditions/MONDO:0019588","N/A","","","","","","","","Strong Actionability (10/29/2020)","https://search.clinicalgenome.org/kb/gene-validity/https://actionability.clinicalgenome.org/ac/Pediatric/ui/stg2SummaryRpt?doc=AC1018","Pediatric Actionability Working Group"
"LRTOMT","HGNC:25033","https://search.clinicalgenome.org/kb/genes/HGNC:25033","prelingual non-syndromic genetic hearing loss","MONDO:0016297","https://search.clinicalgenome.org/kb/conditions/MONDO:0016297","N/A","","","","","","","","Strong Actionability (10/29/2020)","https://search.clinicalgenome.org/kb/gene-validity/https://actionability.clinicalgenome.org/ac/Pediatric/ui/stg2SummaryRpt?doc=AC1018","Pediatric Actionability Working Group"
"LRTOMT","HGNC:25033","https://search.clinicalgenome.org/kb/genes/HGNC:25033","nonsyndromic genetic hearing loss","MONDO:0019497","https://search.clinicalgenome.org/kb/conditions/MONDO:0019497","N/A","","","","","","","","Strong Actionability (10/29/2020)","https://search.clinicalgenome.org/kb/gene-validity/https://actionability.clinicalgenome.org/ac/Pediatric/ui/stg2SummaryRpt?doc=AC1018","Pediatric Actionability Working Group"
"LYRM7","HGNC:28072","https://search.clinicalgenome.org/kb/genes/HGNC:28072","mitochondrial complex III deficiency nuclear type 8","MONDO:0014364","https://search.clinicalgenome.org/kb/conditions/MONDO:0014364","N/A","30 - Gene Associated with Autosomal Recessive Phenotype (08/22/2016)","0 - No Evidence for Haploinsufficiency (08/22/2016)","https://search.clinicalgenome.org/kb/gene-dosage/HGNC:28072","Dosage Working Group","","","","","",""
"LYST","HGNC:1968","https://search.clinicalgenome.org/kb/genes/HGNC:1968","Chediak-Higashi syndrome","MONDO:0008963","https://search.clinicalgenome.org/kb/conditions/MONDO:0008963","Autosomal recessive inheritance","30 - Gene Associated with Autosomal Recessive Phenotype (08/22/2016)","0 - No Evidence for Haploinsufficiency (08/22/2016)","https://search.clinicalgenome.org/kb/gene-dosage/HGNC:1968","Dosage Working Group","definitive evidence (05/27/2020)","https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_5d752f7c-43d2-4ba9-910f-f286f5443012-2020-05-27T160000.000Z","Hemostasis Thrombosis","","",""
