drug_name,drug_id,ind_name,ind_id,NCT,status,phase,DetailedStatus,drug_name_lower
Alemtuzumab,DB00087,Chronic myeloproliferative disorder,C1292778,NCT00069992,Terminated,Phase 2,Closed due to competing protocols,alemtuzumab
Fludarabine,DB01073,Chronic myeloproliferative disorder,C1292778,NCT00069992,Terminated,Phase 2,Closed due to competing protocols,fludarabine
Alemtuzumab,DB00087,leukemia,C0023418,NCT00069992,Terminated,Phase 2,Closed due to competing protocols,alemtuzumab
Fludarabine,DB01073,leukemia,C0023418,NCT00069992,Terminated,Phase 2,Closed due to competing protocols,fludarabine
Romidepsin,DB06176,Renal Pelvis and Ureter Urothelial Carcinoma,C0220648,NCT00087295,Terminated,Phase 2,Permanently Closed Due to Poor Accrual,romidepsin
Romidepsin,DB06176,Urethral Carcinoma,C0700101,NCT00087295,Terminated,Phase 2,Permanently Closed Due to Poor Accrual,romidepsin
Erlotinib,DB00530,Stage IA Non-Small Cell Lung Carcinoma,C1336119,NCT00087269,Terminated,Phase 2,,erlotinib
Erlotinib,DB00530,Stage IB Non-Small Cell Lung Carcinoma,C1336139,NCT00087269,Terminated,Phase 2,,erlotinib
Erlotinib,DB00530,Stage IIA Non-Small Cell Lung Carcinoma,C1336167,NCT00087269,Terminated,Phase 2,,erlotinib
Erlotinib,DB00530,Stage IIB Non-Small Cell Lung Carcinoma,C1336190,NCT00087269,Terminated,Phase 2,,erlotinib
Erlotinib,DB00530,Non-small cell lung cancer stage IIIA,C0278983,NCT00087269,Terminated,Phase 2,,erlotinib
Bevacizumab,DB00112,Adenocarcinoma of colon,C0338106,NCT00070122,Terminated,Phase 3,Administratively complete.,bevacizumab
Oxaliplatin,DB00526,Adenocarcinoma of colon,C0338106,NCT00070122,Terminated,Phase 3,Administratively complete.,oxaliplatin
Fluorouracil,DB00544,Adenocarcinoma of colon,C0338106,NCT00070122,Terminated,Phase 3,Administratively complete.,fluorouracil
Leucovorin,DB00650,Adenocarcinoma of colon,C0338106,NCT00070122,Terminated,Phase 3,Administratively complete.,leucovorin
Capecitabine,DB01101,Adenocarcinoma of colon,C0338106,NCT00070122,Terminated,Phase 3,Administratively complete.,capecitabine
Levoleucovorin,DB11596,Adenocarcinoma of colon,C0338106,NCT00070122,Terminated,Phase 3,Administratively complete.,levoleucovorin
Bevacizumab,DB00112,Adenocarcinoma of rectum,C0149978,NCT00070122,Terminated,Phase 3,Administratively complete.,bevacizumab
Oxaliplatin,DB00526,Adenocarcinoma of rectum,C0149978,NCT00070122,Terminated,Phase 3,Administratively complete.,oxaliplatin
Fluorouracil,DB00544,Adenocarcinoma of rectum,C0149978,NCT00070122,Terminated,Phase 3,Administratively complete.,fluorouracil
Leucovorin,DB00650,Adenocarcinoma of rectum,C0149978,NCT00070122,Terminated,Phase 3,Administratively complete.,leucovorin
Capecitabine,DB01101,Adenocarcinoma of rectum,C0149978,NCT00070122,Terminated,Phase 3,Administratively complete.,capecitabine
Levoleucovorin,DB11596,Adenocarcinoma of rectum,C0149978,NCT00070122,Terminated,Phase 3,Administratively complete.,levoleucovorin
Bevacizumab,DB00112,Colon cancer recurrent,C0278553,NCT00070122,Terminated,Phase 3,Administratively complete.,bevacizumab
Oxaliplatin,DB00526,Colon cancer recurrent,C0278553,NCT00070122,Terminated,Phase 3,Administratively complete.,oxaliplatin
Fluorouracil,DB00544,Colon cancer recurrent,C0278553,NCT00070122,Terminated,Phase 3,Administratively complete.,fluorouracil
Leucovorin,DB00650,Colon cancer recurrent,C0278553,NCT00070122,Terminated,Phase 3,Administratively complete.,leucovorin
Capecitabine,DB01101,Colon cancer recurrent,C0278553,NCT00070122,Terminated,Phase 3,Administratively complete.,capecitabine
Levoleucovorin,DB11596,Colon cancer recurrent,C0278553,NCT00070122,Terminated,Phase 3,Administratively complete.,levoleucovorin
Bevacizumab,DB00112,Recurrent Rectal Cancer,C0278554,NCT00070122,Terminated,Phase 3,Administratively complete.,bevacizumab
Oxaliplatin,DB00526,Recurrent Rectal Cancer,C0278554,NCT00070122,Terminated,Phase 3,Administratively complete.,oxaliplatin
Fluorouracil,DB00544,Recurrent Rectal Cancer,C0278554,NCT00070122,Terminated,Phase 3,Administratively complete.,fluorouracil
Leucovorin,DB00650,Recurrent Rectal Cancer,C0278554,NCT00070122,Terminated,Phase 3,Administratively complete.,leucovorin
Capecitabine,DB01101,Recurrent Rectal Cancer,C0278554,NCT00070122,Terminated,Phase 3,Administratively complete.,capecitabine
Levoleucovorin,DB11596,Recurrent Rectal Cancer,C0278554,NCT00070122,Terminated,Phase 3,Administratively complete.,levoleucovorin
Oxaliplatin,DB00526,Secondary malignant neoplasm of liver,C0494165,NCT00070265,Terminated,Phase 2,Administratively complete.,oxaliplatin
Fluorouracil,DB00544,Secondary malignant neoplasm of liver,C0494165,NCT00070265,Terminated,Phase 2,Administratively complete.,fluorouracil
Capecitabine,DB01101,Secondary malignant neoplasm of liver,C0494165,NCT00070265,Terminated,Phase 2,Administratively complete.,capecitabine
Oxaliplatin,DB00526,Colon cancer recurrent,C0278553,NCT00070265,Terminated,Phase 2,Administratively complete.,oxaliplatin
Fluorouracil,DB00544,Colon cancer recurrent,C0278553,NCT00070265,Terminated,Phase 2,Administratively complete.,fluorouracil
Capecitabine,DB01101,Colon cancer recurrent,C0278553,NCT00070265,Terminated,Phase 2,Administratively complete.,capecitabine
Oxaliplatin,DB00526,Recurrent Rectal Cancer,C0278554,NCT00070265,Terminated,Phase 2,Administratively complete.,oxaliplatin
Fluorouracil,DB00544,Recurrent Rectal Cancer,C0278554,NCT00070265,Terminated,Phase 2,Administratively complete.,fluorouracil
Capecitabine,DB01101,Recurrent Rectal Cancer,C0278554,NCT00070265,Terminated,Phase 2,Administratively complete.,capecitabine
Oxaliplatin,DB00526,Malignant tumor of colon,C0007102,NCT00070434,Withdrawn,Phase 2,poor accrual,oxaliplatin
Irinotecan,DB00762,Malignant tumor of colon,C0007102,NCT00070434,Withdrawn,Phase 2,poor accrual,irinotecan
Levoleucovorin,DB11596,Malignant tumor of colon,C0007102,NCT00070434,Withdrawn,Phase 2,poor accrual,levoleucovorin
Gefitinib,DB00317,Malignant neoplasm of lung,C0242379,NCT00091156,Terminated,Phase 3,low accrual,gefitinib
Triptorelin,DB06825,Drug toxicity,C0013221,NCT00090844,Terminated,Phase 2,Early closure due to low accrual,triptorelin
Fluorouracil,DB00544,Biliary Tract Cancer,C0750952,NCT00090025,Terminated,Phase 3,Futility reasons after Independent Data Monitoring Committee interim analysis,fluorouracil
Celecoxib,DB00482,Malignant tumor of colon,C0007102,NCT00087256,Terminated,Phase 3,"For scientific, logistic, and administrative reasons.",celecoxib
Capsaicin,DB06774,Peripheral Neuropathy,C0031117,NCT00085761,Terminated,Phase 3,Terminated in view of the C107 findings demonstrating efficacy at doses of 90 and 30 minutes,capsaicin
Capsaicin,DB06774,Pain,C0030193,NCT00085761,Terminated,Phase 3,Terminated in view of the C107 findings demonstrating efficacy at doses of 90 and 30 minutes,capsaicin
Gefitinib,DB00317,Recurrent Head and Neck Carcinoma,C1335703,NCT00088907,Terminated,Phase 3,It was unlikely that the primary endpoint would be reached based on the fifth interim analysis    results.,gefitinib
Docetaxel,DB01248,Recurrent Head and Neck Carcinoma,C1335703,NCT00088907,Terminated,Phase 3,It was unlikely that the primary endpoint would be reached based on the fifth interim analysis    results.,docetaxel
Gefitinib,DB00317,Head and neck cancer metastatic,C0744619,NCT00088907,Terminated,Phase 3,It was unlikely that the primary endpoint would be reached based on the fifth interim analysis    results.,gefitinib
Docetaxel,DB01248,Head and neck cancer metastatic,C0744619,NCT00088907,Terminated,Phase 3,It was unlikely that the primary endpoint would be reached based on the fifth interim analysis    results.,docetaxel
Metronidazole,DB00916,Small cell lung cancer extensive stage,C0278726,NCT00088933,Terminated,Phase 1,,metronidazole
Docetaxel,DB01248,Small cell lung cancer extensive stage,C0278726,NCT00088933,Terminated,Phase 1,,docetaxel
Metronidazole,DB00916,Colon cancer recurrent,C0278553,NCT00088933,Terminated,Phase 1,,metronidazole
Docetaxel,DB01248,Colon cancer recurrent,C0278553,NCT00088933,Terminated,Phase 1,,docetaxel
Metronidazole,DB00916,Non-small cell lung cancer recurrent,C0278517,NCT00088933,Terminated,Phase 1,,metronidazole
Docetaxel,DB01248,Non-small cell lung cancer recurrent,C0278517,NCT00088933,Terminated,Phase 1,,docetaxel
Metronidazole,DB00916,Recurrent Rectal Cancer,C0278554,NCT00088933,Terminated,Phase 1,,metronidazole
Docetaxel,DB01248,Recurrent Rectal Cancer,C0278554,NCT00088933,Terminated,Phase 1,,docetaxel
Metronidazole,DB00916,Small cell lung cancer recurrent,C0278727,NCT00088933,Terminated,Phase 1,,metronidazole
Docetaxel,DB01248,Small cell lung cancer recurrent,C0278727,NCT00088933,Terminated,Phase 1,,docetaxel
Metronidazole,DB00916,Non-small cell lung cancer metastatic,C0278987,NCT00088933,Terminated,Phase 1,,metronidazole
Docetaxel,DB01248,Non-small cell lung cancer metastatic,C0278987,NCT00088933,Terminated,Phase 1,,docetaxel
Romidepsin,DB06176,Ovarian epithelial cancer recurrent,C0278689,NCT00091195,Terminated,Phase 2,Administratively complete.,romidepsin
Romidepsin,DB06176,Gastrinoma,C0017150,NCT00084461,Terminated,Phase 2,,romidepsin
Romidepsin,DB06176,Glucagonoma,C0017689,NCT00084461,Terminated,Phase 2,,romidepsin
Romidepsin,DB06176,insulinoma,C0021670,NCT00084461,Terminated,Phase 2,,romidepsin
Romidepsin,DB06176,pancreatic polypeptide tumor,C1882278,NCT00084461,Terminated,Phase 2,,romidepsin
Romidepsin,DB06176,Carcinoid tumor of lung,C0280089,NCT00084461,Terminated,Phase 2,,romidepsin
Romidepsin,DB06176,recurrent gastrointestinal carcinoid tumor,C0278750,NCT00084461,Terminated,Phase 2,,romidepsin
Romidepsin,DB06176,recurrent islet cell carcinoma,C0278843,NCT00084461,Terminated,Phase 2,,romidepsin
Romidepsin,DB06176,regional gastrointestinal carcinoid tumor,C0278748,NCT00084461,Terminated,Phase 2,,romidepsin
Valsartan,DB00177,Kidney Diseases,C0022658,NCT00089518,Withdrawn,Phase 3,,valsartan
Capsaicin,DB06774,Diabetic Neuropathies,C0011882,NCT00089557,Terminated,Phase 2,,capsaicin
Capsaicin,DB06774,Diabetes Mellitus,C0011849,NCT00089557,Terminated,Phase 2,,capsaicin
Capsaicin,DB06774,Polyneuropathy,C0152025,NCT00089557,Terminated,Phase 2,,capsaicin
Capsaicin,DB06774,Herpes zoster disease,C0019360,NCT00089557,Terminated,Phase 2,,capsaicin
Capsaicin,DB06774,Pain,C0030193,NCT00089557,Terminated,Phase 2,,capsaicin
Capsaicin,DB06774,Peripheral Neuropathy,C0031117,NCT00089557,Terminated,Phase 2,,capsaicin
Metronidazole,DB00916,Melanoma recurrent,C0278884,NCT00087373,Terminated,Phase 2,,metronidazole
Doxorubicin,DB00997,recurrent adult soft tissue sarcoma,C0278665,NCT00089544,Terminated,Phase 2,,doxorubicin
Thalidomide,DB01041,recurrent adult soft tissue sarcoma,C0278665,NCT00089544,Terminated,Phase 2,,thalidomide
Ifosfamide,DB01181,recurrent adult soft tissue sarcoma,C0278665,NCT00089544,Terminated,Phase 2,,ifosfamide
Doxorubicin,DB00997,stage I adult soft tissue sarcoma,C0278661,NCT00089544,Terminated,Phase 2,,doxorubicin
Thalidomide,DB01041,stage I adult soft tissue sarcoma,C0278661,NCT00089544,Terminated,Phase 2,,thalidomide
Ifosfamide,DB01181,stage I adult soft tissue sarcoma,C0278661,NCT00089544,Terminated,Phase 2,,ifosfamide
Doxorubicin,DB00997,stage II adult soft tissue sarcoma,C0278662,NCT00089544,Terminated,Phase 2,,doxorubicin
Thalidomide,DB01041,stage II adult soft tissue sarcoma,C0278662,NCT00089544,Terminated,Phase 2,,thalidomide
Ifosfamide,DB01181,stage II adult soft tissue sarcoma,C0278662,NCT00089544,Terminated,Phase 2,,ifosfamide
Doxorubicin,DB00997,stage III adult soft tissue sarcoma,C0278663,NCT00089544,Terminated,Phase 2,,doxorubicin
Thalidomide,DB01041,stage III adult soft tissue sarcoma,C0278663,NCT00089544,Terminated,Phase 2,,thalidomide
Ifosfamide,DB01181,stage III adult soft tissue sarcoma,C0278663,NCT00089544,Terminated,Phase 2,,ifosfamide
Rituximab,DB00073,contiguous stage II adult diffuse large cell lymphoma,C0677695,NCT00088881,Terminated,Phase 2,,rituximab
Cyclophosphamide,DB00531,contiguous stage II adult diffuse large cell lymphoma,C0677695,NCT00088881,Terminated,Phase 2,,cyclophosphamide
Vincristine,DB00541,contiguous stage II adult diffuse large cell lymphoma,C0677695,NCT00088881,Terminated,Phase 2,,vincristine
Doxorubicin,DB00997,contiguous stage II adult diffuse large cell lymphoma,C0677695,NCT00088881,Terminated,Phase 2,,doxorubicin
Rituximab,DB00073,Mucosa-Associated Lymphoid Tissue Lymphoma,C0242647,NCT00088881,Terminated,Phase 2,,rituximab
Cyclophosphamide,DB00531,Mucosa-Associated Lymphoid Tissue Lymphoma,C0242647,NCT00088881,Terminated,Phase 2,,cyclophosphamide
Vincristine,DB00541,Mucosa-Associated Lymphoid Tissue Lymphoma,C0242647,NCT00088881,Terminated,Phase 2,,vincristine
Doxorubicin,DB00997,Mucosa-Associated Lymphoid Tissue Lymphoma,C0242647,NCT00088881,Terminated,Phase 2,,doxorubicin
Rituximab,DB00073,Monocytoid B-cell lymphoma,C0855139,NCT00088881,Terminated,Phase 2,,rituximab
Cyclophosphamide,DB00531,Monocytoid B-cell lymphoma,C0855139,NCT00088881,Terminated,Phase 2,,cyclophosphamide
Vincristine,DB00541,Monocytoid B-cell lymphoma,C0855139,NCT00088881,Terminated,Phase 2,,vincristine
Doxorubicin,DB00997,Monocytoid B-cell lymphoma,C0855139,NCT00088881,Terminated,Phase 2,,doxorubicin
Rituximab,DB00073,noncontiguous stage II adult diffuse large cell lymphoma,C0677709,NCT00088881,Terminated,Phase 2,,rituximab
Cyclophosphamide,DB00531,noncontiguous stage II adult diffuse large cell lymphoma,C0677709,NCT00088881,Terminated,Phase 2,,cyclophosphamide
Vincristine,DB00541,noncontiguous stage II adult diffuse large cell lymphoma,C0677709,NCT00088881,Terminated,Phase 2,,vincristine
Doxorubicin,DB00997,noncontiguous stage II adult diffuse large cell lymphoma,C0677709,NCT00088881,Terminated,Phase 2,,doxorubicin
Rituximab,DB00073,Splenic Marginal Zone B-Cell Lymphoma,C0349632,NCT00088881,Terminated,Phase 2,,rituximab
Cyclophosphamide,DB00531,Splenic Marginal Zone B-Cell Lymphoma,C0349632,NCT00088881,Terminated,Phase 2,,cyclophosphamide
Vincristine,DB00541,Splenic Marginal Zone B-Cell Lymphoma,C0349632,NCT00088881,Terminated,Phase 2,,vincristine
Doxorubicin,DB00997,Splenic Marginal Zone B-Cell Lymphoma,C0349632,NCT00088881,Terminated,Phase 2,,doxorubicin
Rituximab,DB00073,stage I adult diffuse large cell lymphoma,C0279960,NCT00088881,Terminated,Phase 2,,rituximab
Cyclophosphamide,DB00531,stage I adult diffuse large cell lymphoma,C0279960,NCT00088881,Terminated,Phase 2,,cyclophosphamide
Vincristine,DB00541,stage I adult diffuse large cell lymphoma,C0279960,NCT00088881,Terminated,Phase 2,,vincristine
Doxorubicin,DB00997,stage I adult diffuse large cell lymphoma,C0279960,NCT00088881,Terminated,Phase 2,,doxorubicin
Rituximab,DB00073,Malignant lymphoma of testis,C0349644,NCT00088881,Terminated,Phase 2,,rituximab
Cyclophosphamide,DB00531,Malignant lymphoma of testis,C0349644,NCT00088881,Terminated,Phase 2,,cyclophosphamide
Vincristine,DB00541,Malignant lymphoma of testis,C0349644,NCT00088881,Terminated,Phase 2,,vincristine
Doxorubicin,DB00997,Malignant lymphoma of testis,C0349644,NCT00088881,Terminated,Phase 2,,doxorubicin
Ifosfamide,DB01181,"unspecified adult solid tumor, protocol specific",C0279004,NCT00086970,Terminated,Phase 1,Administratively complete.,ifosfamide
Vitamin C,DB00126,refractory plasma cell neoplasm,C0278620,NCT00085345,Withdrawn,Phase 2,,vitamin c
Melphalan,DB01042,refractory plasma cell neoplasm,C0278620,NCT00085345,Withdrawn,Phase 2,,melphalan
Arsenic trioxide,DB01169,refractory plasma cell neoplasm,C0278620,NCT00085345,Withdrawn,Phase 2,,arsenic trioxide
Oxaliplatin,DB00526,"unspecified adult solid tumor, protocol specific",C0279004,NCT00086983,Terminated,Phase 1,,oxaliplatin
Rituximab,DB00073,leukemia,C0023418,NCT00087009,Terminated,Phase 1,Lack of Accrual,rituximab
Rituximab,DB00073,Lymphoproliferative Disorders,C0024314,NCT00087009,Terminated,Phase 1,Lack of Accrual,rituximab
Topotecan,DB01030,Malignant neoplasm of lung,C0242379,NCT00087048,Terminated,Phase 2,Slow accrual,topotecan
Sirolimus,DB00877,Rheumatoid Arthritis,C0003873,NCT00076206,Terminated,Phase 2,,sirolimus
Everolimus,DB01590,Rheumatoid Arthritis,C0003873,NCT00076206,Terminated,Phase 2,,everolimus
Pegfilgrastim,DB00019,Central Nervous System Neoplasms,C0085136,NCT00107471,Terminated,Phase 1/Phase 2,The unpromising experience of the French group with topotecan given at a dosage of 0.4    mg/m2/day over 30 mins w/in 1 hr of radiation (Cancer 2005; 104: 2792).,pegfilgrastim
Topotecan,DB01030,Central Nervous System Neoplasms,C0085136,NCT00107471,Terminated,Phase 1/Phase 2,The unpromising experience of the French group with topotecan given at a dosage of 0.4    mg/m2/day over 30 mins w/in 1 hr of radiation (Cancer 2005; 104: 2792).,topotecan
Vancomycin,DB00512,Bacteremia,C0004610,NCT00108433,Terminated,Phase 3,See Detailed Description,vancomycin
Linezolid,DB00601,Bacteremia,C0004610,NCT00108433,Terminated,Phase 3,See Detailed Description,linezolid
Cefazolin,DB01327,Bacteremia,C0004610,NCT00108433,Terminated,Phase 3,See Detailed Description,cefazolin
Vancomycin,DB00512,Gram-Positive Bacterial Infections,C0085426,NCT00108433,Terminated,Phase 3,See Detailed Description,vancomycin
Linezolid,DB00601,Gram-Positive Bacterial Infections,C0085426,NCT00108433,Terminated,Phase 3,See Detailed Description,linezolid
Cefazolin,DB01327,Gram-Positive Bacterial Infections,C0085426,NCT00108433,Terminated,Phase 3,See Detailed Description,cefazolin
Niacin,DB00627,"Kidney Failure, Chronic",C0022661,NCT00108485,Terminated,Phase 3,Unable to recruit sufficient study subjects,niacin
Sorafenib,DB00398,Conventional (Clear Cell) Renal Cell Carcinoma,C0279702,NCT00098618,Terminated,Phase 2,,sorafenib
Nicotinamide,DB02701,Conventional (Clear Cell) Renal Cell Carcinoma,C0279702,NCT00098618,Terminated,Phase 2,,nicotinamide
Rituximab,DB00073,recurrent grade 1 follicular lymphoma,C0280182,NCT00079443,Terminated,Phase 2,,rituximab
Fludarabine,DB01073,recurrent grade 1 follicular lymphoma,C0280182,NCT00079443,Terminated,Phase 2,,fludarabine
Romidepsin,DB06176,recurrent grade 1 follicular lymphoma,C0280182,NCT00079443,Terminated,Phase 2,,romidepsin
Rituximab,DB00073,recurrent grade 2 follicular lymphoma,C0280183,NCT00079443,Terminated,Phase 2,,rituximab
